wavelength_nm,value
414.13,0.0153
417.32,0.017
420.52,0.0125
423.72,0.0158
426.91,0.0132
430.11,0.0175
433.31,0.0132
436.5,0.0164
439.7,0.0169
442.9,0.0136
446.09,0.017
449.29,0.0158
452.49,0.0147
455.68,0.0142
458.88,0.0167
462.08,0.0148
465.27,0.0133
468.47,0.0148
471.67,0.0143
474.86,0.0151
478.06,0.0155
481.26,0.0167
484.45,0.0155
487.65,0.0158
490.85,0.0152
494.04,0.0158
497.24,0.0158
500.43,0.0168
503.63,0.0169
506.83,0.0172
510.03,0.0173
513.22,0.0177
516.42,0.0202
519.61,0.0189
522.81,0.0186
526.01,0.0207
529.2,0.0188
532.4,0.0204
535.6,0.0207
538.79,0.022
541.99,0.0219
545.19,0.0218
548.38,0.0217
551.58,0.0219
554.78,0.0227
557.97,0.0246
561.17,0.0228
564.37,0.0233
567.56,0.0224
570.76,0.0231
573.96,0.024
577.15,0.0224
580.35,0.0234
583.55,0.0235
586.74,0.0237
589.94,0.0234
593.14,0.0209
596.33,0.0221
599.53,0.0218
602.73,0.021
605.92,0.0223
609.12,0.0218
612.32,0.0203
615.51,0.0209
618.71,0.0195
621.91,0.0196
625.1,0.0193
628.3,0.0201
631.5,0.0187
634.69,0.0191
637.89,0.0194
641.09,0.0194
644.28,0.0195
647.48,0.0202
650.67,0.0183
653.87,0.0186
657.07,0.0168
660.27,0.0165
663.46,0.0156
666.66,0.0157
669.85,0.0157
673.05,0.016
676.25,0.0157
679.45,0.0169
682.64,0.0176
685.84,0.0205
689.03,0.0202
692.23,0.02
695.43,0.0198
698.62,0.0195
701.82,0.0193
705.02,0.019
708.21,0.0188
711.41,0.0186
714.61,0.0183
717.8,0.0181
721.0,0.0179
724.2,0.0176
727.39,0.0174
730.59,0.0171
733.79,0.0169
736.98,0.0167
740.18,0.0164
743.38,0.0169
746.57,0.017
749.77,0.0174
752.97,0.0173
756.16,0.0171
759.36,0.017
762.56,0.0169
765.75,0.0167
768.95,0.0166
772.15,0.0164
775.34,0.0167
778.54,0.0181
781.74,0.0188
784.93,0.0195
788.13,0.0174
791.33,0.0173
794.52,0.0173
797.72,0.0172
800.92,0.0172
804.11,0.0171
807.31,0.0171
810.51,0.017
813.7,0.0169
816.9,0.0169
820.1,0.0168
823.29,0.0168
826.49,0.0167
829.68,0.0167
832.88,0.0166
836.08,0.0166
839.28,0.0165
842.47,0.0164
845.67,0.0164
848.86,0.0153
852.06,0.0152
855.26,0.0173
858.46,0.0143
861.65,0.015
864.85,0.0155
868.04,0.0173
871.24,0.0145
874.44,0.0144
877.63,0.0125
880.83,0.0159
884.03,0.0173
887.22,0.0159
890.42,0.0153
893.62,0.017
896.81,0.017
900.01,0.0168
903.21,0.0166
906.4,0.0163
909.6,0.0161
912.8,0.0159
915.99,0.0157
919.19,0.0155
922.39,0.0153
925.58,0.0151
928.78,0.0149
931.98,0.0147
935.17,0.0145
938.37,0.0143
941.57,0.014
944.76,0.0138
947.96,0.0136
951.16,0.0134
954.35,0.0132
957.55,0.013
960.75,0.0128
963.94,0.0126
967.14,0.0124
970.1,0.0122
975.54,0.012
980.98,0.0116
986.42,0.0113
991.86,0.0109
997.3,0.0105
1002.74,0.0102
1008.18,0.0091
