wavelength_nm,value
414.13,0.0096
417.32,0.0116
420.52,0.013
423.72,0.0078
426.91,0.0118
430.11,0.0115
433.31,0.0113
436.5,0.0096
439.7,0.0083
442.9,0.0109
446.09,0.01
449.29,0.0097
452.49,0.0104
455.68,0.0098
458.88,0.0117
462.08,0.0114
465.27,0.0104
468.47,0.0101
471.67,0.0099
474.86,0.0108
478.06,0.0126
481.26,0.0116
484.45,0.0123
487.65,0.0114
490.85,0.0106
494.04,0.0107
497.24,0.0119
500.43,0.0129
503.63,0.0123
506.83,0.0129
510.03,0.0139
513.22,0.0145
516.42,0.0159
519.61,0.0159
522.81,0.017
526.01,0.0184
529.2,0.0192
532.4,0.0202
535.6,0.0212
538.79,0.0222
541.99,0.0215
545.19,0.022
548.38,0.0228
551.58,0.0223
554.78,0.0222
557.97,0.0228
561.17,0.022
564.37,0.0214
567.56,0.0208
570.76,0.0204
573.96,0.02
577.15,0.0188
580.35,0.0184
583.55,0.0178
586.74,0.0171
589.94,0.0183
593.14,0.0176
596.33,0.0178
599.53,0.0165
602.73,0.0177
605.92,0.0171
609.12,0.0166
612.32,0.0167
615.51,0.0171
618.71,0.0157
621.91,0.0157
625.1,0.0152
628.3,0.0156
631.5,0.0151
634.69,0.0155
637.89,0.0152
641.09,0.0158
644.28,0.0142
647.48,0.015
650.67,0.014
653.87,0.0129
657.07,0.0133
660.27,0.0132
663.46,0.013
666.66,0.0131
669.85,0.013
673.05,0.0118
676.25,0.0123
679.45,0.0122
682.64,0.0119
685.84,0.0147
689.03,0.0212
692.23,0.0277
695.43,0.0341
698.62,0.0406
701.82,0.0471
705.02,0.0536
708.21,0.0601
711.41,0.0666
714.61,0.0731
717.8,0.0795
721.0,0.086
724.2,0.0925
727.39,0.099
730.59,0.1055
733.79,0.112
736.98,0.1185
740.18,0.1249
743.38,0.1341
746.57,0.1461
749.77,0.1496
752.97,0.1524
756.16,0.1552
759.36,0.1579
762.56,0.1607
765.75,0.1634
768.95,0.1662
772.15,0.169
775.34,0.1763
778.54,0.1743
781.74,0.169
784.93,0.1762
788.13,0.1769
791.33,0.1775
794.52,0.1781
797.72,0.1787
800.92,0.1793
804.11,0.1799
807.31,0.1805
810.51,0.1811
813.7,0.1817
816.9,0.1822
820.1,0.1828
823.29,0.1834
826.49,0.184
829.68,0.1846
832.88,0.1852
836.08,0.1858
839.28,0.1864
842.47,0.187
845.67,0.1906
848.86,0.1913
852.06,0.1905
855.26,0.1901
858.46,0.1814
861.65,0.1924
864.85,0.198
868.04,0.1926
871.24,0.1829
874.44,0.1868
877.63,0.1911
880.83,0.1854
884.03,0.1907
887.22,0.1897
890.42,0.1842
893.62,0.1957
896.81,0.196
900.01,0.1947
903.21,0.1935
906.4,0.192
909.6,0.1906
912.8,0.1892
915.99,0.1877
919.19,0.186
922.39,0.1841
925.58,0.1824
928.78,0.1807
931.98,0.179
935.17,0.1766
938.37,0.1744
941.57,0.1723
944.76,0.1705
947.96,0.1684
951.16,0.1662
954.35,0.1641
957.55,0.1623
960.75,0.1606
963.94,0.1588
967.14,0.1571
970.1,0.1555
975.54,0.154
980.98,0.1515
986.42,0.1493
991.86,0.1471
997.3,0.1446
1002.74,0.1434
1008.18,0.1472
1013.62,0.1482
1019.06,0.1507
1024.5,0.1523
1029.95,0.1558
1035.39,0.1541
1040.83,0.1551
1046.27,0.1581
1051.71,0.1599
1057.15,0.1624
1062.59,0.1651
1068.03,0.1657
1073.47,0.1612
1078.91,0.1575
1084.35,0.1577
1089.79,0.1544
1095.23,0.1526
1100.67,0.1513
1106.11,0.1497
1111.55,0.148
1116.99,0.1458
1122.43,0.1434
1127.87,0.1408
1133.32,0.1376
1138.76,0.133
1144.2,0.1283
1149.64,0.1242
1155.08,0.1209
1160.52,0.118
1165.96,0.1155
1171.4,0.1135
1176.84,0.1117
1182.28,0.1103
1187.72,0.1123
1193.16,0.1143
1198.6,0.1135
1204.04,0.1152
1209.48,0.1186
1214.92,0.121
1220.36,0.1233
1225.8,0.1262
1231.24,0.1305
1236.69,0.1309
1242.13,0.1303
1247.57,0.1324
1253.01,0.1337
1258.45,0.1321
1263.89,0.1341
1269.33,0.1419
1274.77,0.1377
1280.21,0.1384
1285.65,0.1356
1291.09,0.1317
1296.53,0.1289
1301.97,0.124
1307.41,0.1177
1312.85,0.1132
1318.29,0.1064
1323.73,0.099
1329.17,0.096
1334.61,0.0911
1340.06,0.0877
1345.5,0.0844
1350.94,0.0799
1356.38,0.0755
1361.82,0.0714
1367.26,0.0677
1372.7,0.064
1378.14,0.0594
1383.58,0.054
1389.02,0.0489
1394.46,0.044
1399.9,0.0394
1405.34,0.0357
1410.78,0.0324
1416.22,0.0293
1421.66,0.0272
1427.1,0.0253
1432.54,0.0237
1437.98,0.0226
1443.43,0.0215
1448.87,0.0209
1454.31,0.0203
1459.75,0.0198
1465.19,0.0196
1470.63,0.0193
1476.07,0.0187
1481.51,0.018
1486.95,0.0193
1492.39,0.0207
1497.83,0.0211
1503.27,0.0236
1508.71,0.0253
1514.15,0.0263
1519.59,0.028
1525.03,0.0288
1530.47,0.031
1535.91,0.0319
1541.35,0.0341
1546.8,0.0361
1552.24,0.0363
1557.68,0.0388
1563.12,0.0379
1568.56,0.0426
1574.0,0.0415
1579.44,0.0423
1584.88,0.0421
1590.32,0.0453
1595.76,0.0445
1601.2,0.0482
1606.64,0.0483
1612.08,0.0498
1617.52,0.0503
1622.96,0.0501
1628.4,0.0505
1633.84,0.052
1639.28,0.0534
1644.72,0.0528
1650.17,0.0539
1655.61,0.0536
1661.05,0.0524
1666.49,0.0521
1671.93,0.0522
1677.37,0.0527
1682.81,0.0522
1688.25,0.0515
1693.69,0.0508
1699.13,0.0489
1704.57,0.0478
1710.01,0.0453
1715.45,0.0457
1720.89,0.0452
1726.33,0.0443
1731.77,0.044
1737.21,0.0427
1742.65,0.0429
1748.09,0.0429
1753.54,0.0405
1758.98,0.0403
1764.42,0.038
1769.86,0.0341
1775.3,0.0381
1780.74,0.0355
1786.18,0.0344
1791.62,0.0334
1797.06,0.0322
1802.5,0.0307
1807.94,0.0252
