wavelength_nm,value
414.13,0.0179
417.32,0.0175
420.52,0.0184
423.72,0.0176
426.91,0.0201
430.11,0.0241
433.31,0.0205
436.5,0.0207
439.7,0.0222
442.9,0.0232
446.09,0.0224
449.29,0.0216
452.49,0.0253
455.68,0.0217
458.88,0.0236
462.08,0.0238
465.27,0.0211
468.47,0.0216
471.67,0.0233
474.86,0.0249
478.06,0.023
481.26,0.0233
484.45,0.0236
487.65,0.0234
490.85,0.0234
494.04,0.0225
497.24,0.0261
500.43,0.0267
503.63,0.0249
506.83,0.0271
510.03,0.0274
513.22,0.0283
516.42,0.0311
519.61,0.0307
522.81,0.032
526.01,0.0343
529.2,0.035
532.4,0.0401
535.6,0.041
538.79,0.0442
541.99,0.0429
545.19,0.0433
548.38,0.0436
551.58,0.0453
554.78,0.0451
557.97,0.0468
561.17,0.043
564.37,0.0434
567.56,0.0435
570.76,0.0438
573.96,0.0405
577.15,0.0378
580.35,0.0376
583.55,0.0387
586.74,0.0388
589.94,0.0381
593.14,0.0372
596.33,0.0376
599.53,0.038
602.73,0.0388
605.92,0.0384
609.12,0.0381
612.32,0.0363
615.51,0.0356
618.71,0.0347
621.91,0.034
625.1,0.0353
628.3,0.0347
631.5,0.0357
634.69,0.0352
637.89,0.0346
641.09,0.0331
644.28,0.035
647.48,0.0356
650.67,0.0332
653.87,0.0336
657.07,0.032
660.27,0.03
663.46,0.0314
666.66,0.031
669.85,0.0305
673.05,0.0326
676.25,0.0314
679.45,0.0314
682.64,0.0311
685.84,0.0349
689.03,0.0443
692.23,0.0537
695.43,0.0631
698.62,0.0726
701.82,0.082
705.02,0.0914
708.21,0.1008
711.41,0.1102
714.61,0.1196
717.8,0.129
721.0,0.1385
724.2,0.1479
727.39,0.1573
730.59,0.1667
733.79,0.1761
736.98,0.1855
740.18,0.1949
743.38,0.2011
746.57,0.211
749.77,0.2163
752.97,0.2192
756.16,0.222
759.36,0.2249
762.56,0.2278
765.75,0.2307
768.95,0.2336
772.15,0.2365
775.34,0.2464
778.54,0.2412
781.74,0.2411
784.93,0.2461
788.13,0.2478
791.33,0.2489
794.52,0.2501
797.72,0.2513
800.92,0.2524
804.11,0.2536
807.31,0.2547
810.51,0.2559
813.7,0.2571
816.9,0.2582
820.1,0.2594
823.29,0.2606
826.49,0.2617
829.68,0.2629
832.88,0.2641
836.08,0.2652
839.28,0.2664
842.47,0.2676
845.67,0.2787
848.86,0.2761
852.06,0.2666
855.26,0.2735
858.46,0.2649
861.65,0.2694
864.85,0.2876
868.04,0.2763
871.24,0.2697
874.44,0.253
877.63,0.2728
880.83,0.2724
884.03,0.2716
887.22,0.2762
890.42,0.2669
893.62,0.2847
896.81,0.285
900.01,0.284
903.21,0.2831
906.4,0.2818
909.6,0.2807
912.8,0.2796
915.99,0.2784
919.19,0.2769
922.39,0.2754
925.58,0.2739
928.78,0.2725
931.98,0.2711
935.17,0.2688
938.37,0.2667
941.57,0.2648
944.76,0.2631
947.96,0.2613
951.16,0.2593
954.35,0.2574
957.55,0.2557
960.75,0.2542
963.94,0.2527
967.14,0.2511
970.1,0.2495
975.54,0.2482
980.98,0.246
986.42,0.2441
991.86,0.2422
997.3,0.2402
