wavelength_nm,value
414.13,0.0204
417.32,0.0169
420.52,0.0185
423.72,0.0194
426.91,0.0141
430.11,0.0218
433.31,0.019
436.5,0.0194
439.7,0.0254
442.9,0.0253
446.09,0.0212
449.29,0.0246
452.49,0.024
455.68,0.0238
458.88,0.0235
462.08,0.0212
465.27,0.0214
468.47,0.0227
471.67,0.0246
474.86,0.0228
478.06,0.0244
481.26,0.0256
484.45,0.0269
487.65,0.0243
490.85,0.0239
494.04,0.0236
497.24,0.0279
500.43,0.0272
503.63,0.0282
506.83,0.0271
510.03,0.03
513.22,0.0333
516.42,0.0389
519.61,0.04
522.81,0.042
526.01,0.0478
529.2,0.0525
532.4,0.0599
535.6,0.0592
538.79,0.0633
541.99,0.065
545.19,0.065
548.38,0.0657
551.58,0.0684
554.78,0.0688
557.97,0.071
561.17,0.0681
564.37,0.066
567.56,0.0661
570.76,0.0636
573.96,0.062
577.15,0.0582
580.35,0.0572
583.55,0.0537
586.74,0.055
589.94,0.057
593.14,0.0513
596.33,0.0519
599.53,0.049
602.73,0.0512
605.92,0.051
609.12,0.0506
612.32,0.0494
615.51,0.0488
618.71,0.0488
621.91,0.0487
625.1,0.0476
628.3,0.0465
631.5,0.0443
634.69,0.0463
637.89,0.045
641.09,0.0447
644.28,0.0446
647.48,0.0419
650.67,0.0408
653.87,0.0378
657.07,0.0386
660.27,0.0358
663.46,0.0373
666.66,0.0356
669.85,0.0346
673.05,0.0341
676.25,0.033
679.45,0.033
682.64,0.0347
685.84,0.0383
689.03,0.0527
692.23,0.0672
695.43,0.0816
698.62,0.096
701.82,0.1105
705.02,0.1249
708.21,0.1394
711.41,0.1538
714.61,0.1682
717.8,0.1827
721.0,0.1971
724.2,0.2115
727.39,0.226
730.59,0.2404
733.79,0.2548
736.98,0.2693
740.18,0.2837
743.38,0.3
746.57,0.3108
749.77,0.3158
752.97,0.3192
756.16,0.3227
759.36,0.3261
762.56,0.3295
765.75,0.3329
768.95,0.3363
772.15,0.3397
775.34,0.3483
778.54,0.3653
781.74,0.3553
784.93,0.3573
788.13,0.3652
791.33,0.3667
794.52,0.3682
797.72,0.3697
800.92,0.3711
804.11,0.3726
807.31,0.3741
810.51,0.3756
813.7,0.3771
816.9,0.3786
820.1,0.3801
823.29,0.3816
826.49,0.3831
829.68,0.3846
832.88,0.3861
836.08,0.3876
839.28,0.3891
842.47,0.3906
845.67,0.3894
848.86,0.3962
852.06,0.3959
855.26,0.3965
858.46,0.3765
861.65,0.3874
864.85,0.4058
868.04,0.3971
871.24,0.3845
874.44,0.394
877.63,0.3838
880.83,0.389
884.03,0.3974
887.22,0.395
890.42,0.3925
893.62,0.4146
896.81,0.4152
900.01,0.4111
903.21,0.4073
906.4,0.4028
909.6,0.3985
912.8,0.3943
915.99,0.3898
919.19,0.385
922.39,0.38
925.58,0.3751
928.78,0.3704
931.98,0.3655
935.17,0.3595
938.37,0.3538
941.57,0.3483
944.76,0.3433
947.96,0.3379
951.16,0.3324
954.35,0.3269
957.55,0.3219
960.75,0.3171
963.94,0.3123
967.14,0.3075
970.1,0.3027
975.54,0.2984
980.98,0.2909
986.42,0.2839
991.86,0.2768
997.3,0.2694
1002.74,0.2646
1008.18,0.2591
1013.62,0.2652
1019.06,0.2708
1024.5,0.2746
1029.95,0.2746
1035.39,0.2712
1040.83,0.2709
1046.27,0.2765
1051.71,0.2826
1057.15,0.2913
1062.59,0.2906
1068.03,0.2934
1073.47,0.2838
1078.91,0.2852
1084.35,0.2849
1089.79,0.2791
1095.23,0.2756
1100.67,0.273
1106.11,0.2698
1111.55,0.2665
1116.99,0.2625
1122.43,0.2579
1127.87,0.253
1133.32,0.247
1138.76,0.2389
1144.2,0.2307
1149.64,0.2235
1155.08,0.2174
1160.52,0.2119
1165.96,0.2072
1171.4,0.2033
1176.84,0.1997
1182.28,0.1969
1187.72,0.2008
1193.16,0.2048
1198.6,0.2177
1204.04,0.2134
1209.48,0.2185
1214.92,0.2156
1220.36,0.2231
1225.8,0.2279
1231.24,0.23
1236.69,0.2373
1242.13,0.2431
1247.57,0.2455
1253.01,0.2498
1258.45,0.2572
1263.89,0.2604
1269.33,0.2518
1274.77,0.2367
1280.21,0.2479
1285.65,0.2448
1291.09,0.2468
1296.53,0.2478
1301.97,0.2462
1307.41,0.2393
1312.85,0.2354
1318.29,0.2157
1323.73,0.2123
1329.17,0.2409
1334.61,0.2279
1340.06,0.2192
1345.5,0.2107
1350.94,0.1995
1356.38,0.1884
1361.82,0.1779
1367.26,0.1682
1372.7,0.1588
1378.14,0.147
1383.58,0.1337
1389.02,0.121
1394.46,0.109
1399.9,0.0975
1405.34,0.0884
1410.78,0.0801
1416.22,0.0723
1421.66,0.0668
1427.1,0.0618
1432.54,0.0574
1437.98,0.0542
1443.43,0.051
1448.87,0.0489
1454.31,0.0469
1459.75,0.0449
1465.19,0.0436
1470.63,0.0418
1476.07,0.0394
1481.51,0.0364
1486.95,0.0372
1492.39,0.038
1497.83,0.0422
1503.27,0.0501
1508.71,0.0504
1514.15,0.0594
1519.59,0.0629
1525.03,0.0676
1530.47,0.0716
1535.91,0.0778
1541.35,0.0815
1546.8,0.0833
1552.24,0.0874
1557.68,0.09
1563.12,0.0913
1568.56,0.0985
1574.0,0.0987
1579.44,0.097
1584.88,0.0999
1590.32,0.1033
1595.76,0.1051
1601.2,0.1082
1606.64,0.1109
1612.08,0.1154
1617.52,0.1124
1622.96,0.1134
1628.4,0.1183
1633.84,0.1188
1639.28,0.1202
1644.72,0.1211
1650.17,0.1213
1655.61,0.1219
1661.05,0.1222
1666.49,0.1233
1671.93,0.1202
1677.37,0.1243
1682.81,0.123
1688.25,0.1205
1693.69,0.12
1699.13,0.1173
1704.57,0.1143
1710.01,0.1134
1715.45,0.1125
1720.89,0.1096
1726.33,0.1067
1731.77,0.1042
1737.21,0.1068
1742.65,0.1026
1748.09,0.1037
1753.54,0.1005
1758.98,0.0974
1764.42,0.0971
1769.86,0.0877
1775.3,0.088
1780.74,0.0819
1786.18,0.0795
1791.62,0.077
1797.06,0.0744
1802.5,0.0709
1807.94,0.0581
1813.38,0.0459
1818.82,0.0342
1824.26,0.023
1829.7,0.0205
1835.14,0.0193
1840.58,0.0182
1846.02,0.0171
1851.46,0.0162
1856.91,0.0156
1862.35,0.0149
1867.79,0.0143
1873.23,0.0137
1878.67,0.0131
1884.11,0.0124
1889.55,0.0118
1894.99,0.0112
1900.43,0.0106
1905.87,0.0104
1911.31,0.0101
1916.75,0.0098
1922.19,0.0096
1927.63,0.0095
1933.07,0.0094
1938.51,0.0093
1943.95,0.0091
1949.39,0.0089
1954.83,0.0093
1960.28,0.0095
1965.72,0.0096
1971.16,0.0093
1976.6,0.0089
1982.04,0.0086
1987.48,0.0125
1992.92,0.0165
1998.36,0.021
2003.8,0.0357
2009.24,0.0211
2014.68,0.0257
2020.12,0.0194
2025.56,0.0253
2031.0,0.0268
2036.44,0.0238
2041.88,0.028
2047.32,0.0257
2052.76,0.0294
2058.2,0.0299
2063.65,0.0295
2069.09,0.0315
2074.53,0.0317
2079.97,0.0327
2085.41,0.0347
2090.85,0.0339
2096.29,0.0351
2101.73,0.0373
2107.17,0.035
2112.61,0.0386
2118.05,0.0395
2123.49,0.0403
2128.93,0.0399
2134.37,0.0417
2139.81,0.0407
2145.25,0.0401
2150.69,0.0428
2156.13,0.0432
2161.57,0.0436
2167.02,0.0436
2172.46,0.0456
2177.9,0.0458
2183.34,0.0469
2188.78,0.0454
2194.22,0.0448
2199.66,0.0468
2205.1,0.0472
2210.54,0.0473
2215.98,0.0474
2221.42,0.0463
2226.86,0.0457
2232.3,0.0457
2237.74,0.0463
2243.18,0.0433
2248.62,0.0423
2254.06,0.0427
2259.5,0.0391
2264.94,0.0368
2270.39,0.0331
2275.83,0.036
2281.27,0.0342
2286.71,0.0321
2292.15,0.0305
2297.59,0.0329
2303.03,0.0281
2308.47,0.0307
2313.91,0.0279
2319.35,0.0268
2324.79,0.032
2330.23,0.0288
2335.67,0.0235
2341.11,0.0243
2346.55,0.0214
2351.99,0.0221
2357.43,0.0213
2362.87,0.022
2368.32,0.0183
2373.76,0.0244
2379.2,0.0159
2384.64,0.0184
2390.08,0.0194
2395.52,0.016
2400.96,0.0153
2406.4,0.0164
2411.84,0.0097
2417.28,0.0236
2422.72,0.012
2428.16,0.0096
2433.6,0.0105
2439.04,0.0413
2444.48,0.0003
2449.92,0.0117
2455.36,0.0095
2460.8,0.0116
2466.24,0.0453
2471.69,0.0724
2477.13,0.0625
2482.57,0.2239
2488.01,0.0
2493.45,0.002
2498.89,0.1814
