wavelength_nm,value
414.13,0.0224
417.32,0.0257
420.52,0.0231
423.72,0.0257
426.91,0.0296
430.11,0.0253
433.31,0.0237
436.5,0.026
439.7,0.0276
442.9,0.0303
446.09,0.031
449.29,0.0275
452.49,0.028
455.68,0.0282
458.88,0.0304
462.08,0.0305
465.27,0.0281
468.47,0.0289
471.67,0.0293
474.86,0.0301
478.06,0.0302
481.26,0.0319
484.45,0.0322
487.65,0.0311
490.85,0.0308
494.04,0.0313
497.24,0.033
500.43,0.0364
503.63,0.0352
506.83,0.0383
510.03,0.0394
513.22,0.0446
516.42,0.0491
519.61,0.0511
522.81,0.0546
526.01,0.0584
529.2,0.0612
532.4,0.0658
535.6,0.0661
538.79,0.0716
541.99,0.0718
545.19,0.0708
548.38,0.0745
551.58,0.0757
554.78,0.079
557.97,0.0765
561.17,0.0769
564.37,0.0762
567.56,0.0718
570.76,0.0745
573.96,0.0692
577.15,0.0679
580.35,0.066
583.55,0.0644
586.74,0.0684
589.94,0.0678
593.14,0.0645
596.33,0.0644
599.53,0.0627
602.73,0.0656
605.92,0.0655
609.12,0.0653
612.32,0.0633
615.51,0.0627
618.71,0.0616
621.91,0.0625
625.1,0.0619
628.3,0.0624
631.5,0.0621
634.69,0.0626
637.89,0.0629
641.09,0.0619
644.28,0.0612
647.48,0.0618
650.67,0.0607
653.87,0.0584
657.07,0.0587
660.27,0.0541
663.46,0.0549
666.66,0.0547
669.85,0.0555
673.05,0.0535
676.25,0.0543
679.45,0.0556
682.64,0.055
685.84,0.062
689.03,0.0733
692.23,0.0845
695.43,0.0958
698.62,0.107
701.82,0.1183
705.02,0.1295
708.21,0.1408
711.41,0.1521
714.61,0.1633
717.8,0.1746
721.0,0.1858
724.2,0.1971
727.39,0.2083
730.59,0.2196
733.79,0.2308
736.98,0.2421
740.18,0.2533
743.38,0.2631
746.57,0.2726
749.77,0.2813
752.97,0.2844
756.16,0.2875
759.36,0.2906
762.56,0.2937
765.75,0.2968
768.95,0.3
772.15,0.3031
775.34,0.3044
778.54,0.3052
781.74,0.3088
784.93,0.3103
788.13,0.3146
791.33,0.3159
794.52,0.3172
797.72,0.3185
800.92,0.3198
804.11,0.3211
807.31,0.3224
810.51,0.3237
813.7,0.325
816.9,0.3262
820.1,0.3275
823.29,0.3288
826.49,0.3301
829.68,0.3314
832.88,0.3327
836.08,0.334
839.28,0.3353
842.47,0.3366
845.67,0.339
848.86,0.342
852.06,0.3363
855.26,0.35
858.46,0.3351
861.65,0.3367
864.85,0.3518
868.04,0.3448
871.24,0.33
874.44,0.3478
877.63,0.3502
880.83,0.3552
884.03,0.3384
887.22,0.3515
890.42,0.3566
893.62,0.3724
896.81,0.3726
900.01,0.3718
903.21,0.3711
906.4,0.3703
909.6,0.3695
912.8,0.3687
915.99,0.3679
919.19,0.367
922.39,0.366
925.58,0.365
928.78,0.3641
931.98,0.3632
935.17,0.3615
938.37,0.36
941.57,0.3585
944.76,0.3573
947.96,0.3561
951.16,0.3548
954.35,0.3535
957.55,0.3523
960.75,0.3512
963.94,0.35
967.14,0.3487
970.1,0.3473
975.54,0.3462
980.98,0.3444
986.42,0.3427
991.86,0.341
997.3,0.3396
1002.74,0.3414
1008.18,0.3445
1013.62,0.3489
1019.06,0.3572
1024.5,0.3587
1029.95,0.3563
1035.39,0.3511
1040.83,0.3512
1046.27,0.3565
1051.71,0.3624
1057.15,0.3708
1062.59,0.374
1068.03,0.3746
1073.47,0.3652
1078.91,0.3631
1084.35,0.3618
1089.79,0.3587
1095.23,0.3563
1100.67,0.3542
1106.11,0.352
1111.55,0.3497
1116.99,0.3471
1122.43,0.3436
1127.87,0.339
1133.32,0.3337
1138.76,0.3273
1144.2,0.3209
1149.64,0.315
1155.08,0.3092
1160.52,0.3038
1165.96,0.2997
1171.4,0.2961
1176.84,0.2928
1182.28,0.2909
1187.72,0.3008
1193.16,0.3107
1198.6,0.3308
1204.04,0.3162
1209.48,0.3265
1214.92,0.3198
1220.36,0.3311
1225.8,0.3372
1231.24,0.3395
1236.69,0.3477
1242.13,0.3525
1247.57,0.3556
1253.01,0.3609
1258.45,0.3706
1263.89,0.3721
1269.33,0.3585
1274.77,0.3416
1280.21,0.3594
1285.65,0.3563
1291.09,0.3592
1296.53,0.362
1301.97,0.3598
1307.41,0.3508
1312.85,0.3481
1318.29,0.3248
1323.73,0.3255
1329.17,0.3776
1334.61,0.3567
1340.06,0.3452
1345.5,0.3338
1350.94,0.3192
1356.38,0.3046
1361.82,0.2901
1367.26,0.2756
1372.7,0.2616
1378.14,0.2444
1383.58,0.2255
1389.02,0.2074
1394.46,0.1899
1399.9,0.1733
1405.34,0.1596
1410.78,0.147
1416.22,0.135
1421.66,0.1265
1427.1,0.1188
1432.54,0.1118
1437.98,0.1061
1443.43,0.1005
1448.87,0.0972
1454.31,0.0945
1459.75,0.0918
1465.19,0.09
1470.63,0.0876
1476.07,0.0837
1481.51,0.0787
1486.95,0.0834
1492.39,0.088
1497.83,0.0987
1503.27,0.1149
1508.71,0.1151
1514.15,0.1332
1519.59,0.1386
1525.03,0.1486
1530.47,0.1549
1535.91,0.1676
1541.35,0.1744
1546.8,0.1815
1552.24,0.1856
1557.68,0.1921
1563.12,0.1931
1568.56,0.2081
1574.0,0.2053
1579.44,0.202
1584.88,0.2072
1590.32,0.2114
1595.76,0.2129
1601.2,0.2228
1606.64,0.2215
1612.08,0.2304
1617.52,0.2233
1622.96,0.2299
1628.4,0.2353
1633.84,0.2385
1639.28,0.2414
1644.72,0.2411
1650.17,0.2405
1655.61,0.2419
1661.05,0.2444
1666.49,0.2452
1671.93,0.2439
1677.37,0.248
1682.81,0.2476
1688.25,0.2428
1693.69,0.2408
1699.13,0.24
1704.57,0.2366
1710.01,0.2335
1715.45,0.2286
1720.89,0.2294
1726.33,0.2231
1731.77,0.2182
1737.21,0.2233
1742.65,0.2156
1748.09,0.2172
1753.54,0.214
1758.98,0.202
1764.42,0.2029
1769.86,0.186
1775.3,0.1889
1780.74,0.1755
1786.18,0.172
1791.62,0.1681
1797.06,0.1633
1802.5,0.1564
1807.94,0.1285
1813.38,0.1016
1818.82,0.0757
1824.26,0.0508
1829.7,0.046
1835.14,0.0444
1840.58,0.0427
1846.02,0.0412
1851.46,0.0397
1856.91,0.0387
1862.35,0.0376
1867.79,0.0366
1873.23,0.0355
1878.67,0.0344
1884.11,0.0334
1889.55,0.0323
1894.99,0.0312
1900.43,0.0302
1905.87,0.0294
1911.31,0.0286
1916.75,0.0278
1922.19,0.0271
1927.63,0.0266
1933.07,0.026
1938.51,0.0254
1943.95,0.0248
1949.39,0.0243
1954.83,0.0262
1960.28,0.0278
1965.72,0.0291
1971.16,0.0287
1976.6,0.0278
1982.04,0.0274
1987.48,0.041
1992.92,0.0546
1998.36,0.0588
2003.8,0.1012
2009.24,0.0729
2014.68,0.0899
2020.12,0.0816
2025.56,0.077
2031.0,0.0789
2036.44,0.0787
2041.88,0.0834
2047.32,0.0778
2052.76,0.0858
2058.2,0.0845
2063.65,0.09
2069.09,0.0922
2074.53,0.1008
2079.97,0.0956
2085.41,0.0976
2090.85,0.0966
2096.29,0.0994
2101.73,0.105
2107.17,0.1027
2112.61,0.1048
2118.05,0.1061
2123.49,0.11
