wavelength_nm,value
414.13,0.0456
417.32,0.0467
420.52,0.0463
423.72,0.0497
426.91,0.0474
430.11,0.0545
433.31,0.0503
436.5,0.0508
439.7,0.0523
442.9,0.0518
446.09,0.0539
449.29,0.0546
452.49,0.0554
455.68,0.0541
458.88,0.0623
462.08,0.0616
465.27,0.0614
468.47,0.0585
471.67,0.062
474.86,0.0633
478.06,0.0661
481.26,0.0676
484.45,0.0673
487.65,0.0678
490.85,0.0688
494.04,0.0707
497.24,0.0713
500.43,0.0765
503.63,0.0749
506.83,0.0749
510.03,0.0776
513.22,0.0803
516.42,0.0858
519.61,0.0802
522.81,0.0807
526.01,0.085
529.2,0.0859
532.4,0.0876
535.6,0.0903
538.79,0.0948
541.99,0.0955
545.19,0.0968
548.38,0.0966
551.58,0.0967
554.78,0.0992
557.97,0.1035
561.17,0.1025
564.37,0.1054
567.56,0.1036
570.76,0.1099
573.96,0.1078
577.15,0.1063
580.35,0.1071
583.55,0.1096
586.74,0.1135
589.94,0.1152
593.14,0.1146
596.33,0.1147
599.53,0.1172
602.73,0.1182
605.92,0.1202
609.12,0.1208
612.32,0.1195
615.51,0.1223
618.71,0.1227
621.91,0.1233
625.1,0.1244
628.3,0.1277
631.5,0.1274
634.69,0.1291
637.89,0.1308
641.09,0.1303
644.28,0.135
647.48,0.1394
650.67,0.1336
653.87,0.1333
657.07,0.1385
660.27,0.1296
663.46,0.1385
666.66,0.1361
669.85,0.1423
673.05,0.1403
676.25,0.1428
679.45,0.1432
682.64,0.1434
685.84,0.1584
689.03,0.1595
692.23,0.1606
695.43,0.1617
698.62,0.1627
701.82,0.1638
705.02,0.1649
708.21,0.166
711.41,0.1671
714.61,0.1682
717.8,0.1692
721.0,0.1703
724.2,0.1714
727.39,0.1725
730.59,0.1736
733.79,0.1747
736.98,0.1757
740.18,0.1768
743.38,0.1787
746.57,0.1864
749.77,0.1846
752.97,0.1862
756.16,0.1878
759.36,0.1895
762.56,0.1911
765.75,0.1927
768.95,0.1943
772.15,0.1959
775.34,0.196
778.54,0.1977
781.74,0.1999
784.93,0.1996
788.13,0.1992
791.33,0.2006
794.52,0.2019
797.72,0.2032
800.92,0.2046
804.11,0.2059
807.31,0.2072
810.51,0.2086
813.7,0.2099
816.9,0.2112
820.1,0.2125
823.29,0.2139
826.49,0.2152
829.68,0.2165
832.88,0.2179
836.08,0.2192
839.28,0.2205
842.47,0.2218
845.67,0.2188
848.86,0.2259
852.06,0.2226
855.26,0.2236
858.46,0.2141
861.65,0.2247
864.85,0.2266
868.04,0.2265
871.24,0.2173
874.44,0.2258
877.63,0.2207
880.83,0.2329
884.03,0.2192
887.22,0.2316
890.42,0.2239
893.62,0.2238
896.81,0.2236
900.01,0.2234
903.21,0.2231
906.4,0.2229
909.6,0.2227
912.8,0.2224
915.99,0.2222
919.19,0.2221
922.39,0.2221
925.58,0.222
928.78,0.2219
931.98,0.2218
935.17,0.2218
938.37,0.2218
941.57,0.2217
944.76,0.2216
947.96,0.2216
951.16,0.2217
954.35,0.2218
957.55,0.2217
960.75,0.2215
963.94,0.2213
967.14,0.2211
970.1,0.2208
975.54,0.2205
980.98,0.2201
986.42,0.2194
991.86,0.2187
997.3,0.2184
1002.74,0.2184
1008.18,0.2238
1013.62,0.2256
1019.06,0.2255
1024.5,0.226
1029.95,0.2242
1035.39,0.2228
1040.83,0.2258
1046.27,0.228
1051.71,0.2294
1057.15,0.2314
1062.59,0.2335
1068.03,0.2337
1073.47,0.2286
1078.91,0.2245
1084.35,0.2237
1089.79,0.2248
1095.23,0.225
1100.67,0.2249
1106.11,0.2251
1111.55,0.2252
1116.99,0.2256
1122.43,0.2258
1127.87,0.2256
1133.32,0.2256
1138.76,0.2263
1144.2,0.2271
1149.64,0.2277
1155.08,0.2275
1160.52,0.2272
1165.96,0.2272
1171.4,0.2271
1176.84,0.2269
1182.28,0.2269
1187.72,0.2298
1193.16,0.2326
1198.6,0.2338
1204.04,0.2396
1209.48,0.2428
1214.92,0.2465
1220.36,0.248
1225.8,0.2532
1231.24,0.2548
1236.69,0.2558
1242.13,0.2549
1247.57,0.2553
1253.01,0.256
1258.45,0.2526
1263.89,0.2541
1269.33,0.2725
1274.77,0.2644
1280.21,0.2646
1285.65,0.2635
1291.09,0.2584
1296.53,0.2567
1301.97,0.2522
1307.41,0.2436
1312.85,0.2435
1318.29,0.2372
1323.73,0.2257
1329.17,0.2197
1334.61,0.2186
1340.06,0.2171
1345.5,0.2152
1350.94,0.2131
1356.38,0.2108
1361.82,0.2085
1367.26,0.2064
1372.7,0.2045
1378.14,0.2028
1383.58,0.2014
1389.02,0.2003
1394.46,0.1993
1399.9,0.1984
1405.34,0.1976
1410.78,0.1968
1416.22,0.196
1421.66,0.1953
1427.1,0.1945
1432.54,0.1939
1437.98,0.1935
1443.43,0.1933
1448.87,0.1933
1454.31,0.1935
1459.75,0.194
1465.19,0.1945
1470.63,0.195
1476.07,0.1954
1481.51,0.1955
1486.95,0.1951
1492.39,0.1947
1497.83,0.1964
1503.27,0.2063
1508.71,0.206
1514.15,0.2228
1519.59,0.2262
1525.03,0.2286
1530.47,0.2301
1535.91,0.2392
1541.35,0.2438
1546.8,0.2458
1552.24,0.2465
1557.68,0.252
1563.12,0.2472
1568.56,0.257
1574.0,0.2552
1579.44,0.2505
1584.88,0.2524
1590.32,0.2531
1595.76,0.2492
1601.2,0.2631
1606.64,0.2646
1612.08,0.271
1617.52,0.2585
1622.96,0.2635
1628.4,0.2667
1633.84,0.2662
1639.28,0.2708
1644.72,0.2681
1650.17,0.2668
1655.61,0.2698
1661.05,0.2706
1666.49,0.268
1671.93,0.2702
1677.37,0.272
1682.81,0.2737
1688.25,0.2711
1693.69,0.2671
1699.13,0.2683
1704.57,0.2634
1710.01,0.2641
1715.45,0.2653
1720.89,0.2602
1726.33,0.2612
1731.77,0.2535
1737.21,0.2651
1742.65,0.2564
1748.09,0.2614
1753.54,0.2565
1758.98,0.2538
1764.42,0.2513
1769.86,0.2328
1775.3,0.2354
1780.74,0.2335
1786.18,0.2313
1791.62,0.2289
1797.06,0.2263
1802.5,0.2236
1807.94,0.2208
1813.38,0.2179
1818.82,0.2151
1824.26,0.2124
1829.7,0.2098
1835.14,0.2073
1840.58,0.2051
1846.02,0.2029
1851.46,0.2009
1856.91,0.199
1862.35,0.1973
1867.79,0.1955
1873.23,0.1939
1878.67,0.1922
1884.11,0.1906
1889.55,0.1889
1894.99,0.1873
1900.43,0.1856
1905.87,0.184
1911.31,0.1825
1916.75,0.1811
1922.19,0.1797
1927.63,0.1785
1933.07,0.1773
1938.51,0.1763
1943.95,0.1754
1949.39,0.1746
1954.83,0.1738
1960.28,0.173
1965.72,0.1722
1971.16,0.1712
1976.6,0.1701
1982.04,0.1689
1987.48,0.1674
1992.92,0.1658
1998.36,0.1868
2003.8,0.2104
2009.24,0.1734
2014.68,0.1801
2020.12,0.1561
2025.56,0.1713
2031.0,0.1815
2036.44,0.1897
