wavelength_nm,value
414.13,0.0209
417.32,0.0206
420.52,0.0191
423.72,0.0203
426.91,0.0224
430.11,0.0226
433.31,0.0235
436.5,0.025
439.7,0.0246
442.9,0.0236
446.09,0.025
449.29,0.0251
452.49,0.0258
455.68,0.0251
458.88,0.0279
462.08,0.0283
465.27,0.0249
468.47,0.0259
471.67,0.0262
474.86,0.0262
478.06,0.027
481.26,0.0294
484.45,0.0293
487.65,0.0288
490.85,0.0276
494.04,0.0271
497.24,0.029
500.43,0.0301
503.63,0.0285
506.83,0.0317
510.03,0.0322
513.22,0.0355
516.42,0.0374
519.61,0.0382
522.81,0.0375
526.01,0.0453
529.2,0.0468
532.4,0.0481
535.6,0.0512
538.79,0.0536
541.99,0.0524
545.19,0.0542
548.38,0.054
551.58,0.0579
554.78,0.0578
557.97,0.0581
561.17,0.0555
564.37,0.0559
567.56,0.0558
570.76,0.0561
573.96,0.0528
577.15,0.0522
580.35,0.0493
583.55,0.0477
586.74,0.0513
589.94,0.0513
593.14,0.0489
596.33,0.0512
599.53,0.0501
602.73,0.0515
605.92,0.051
609.12,0.0495
612.32,0.0475
615.51,0.048
618.71,0.0473
621.91,0.0472
625.1,0.0476
628.3,0.0475
631.5,0.0467
634.69,0.0466
637.89,0.0469
641.09,0.0471
644.28,0.0476
647.48,0.0459
650.67,0.0436
653.87,0.0429
657.07,0.0417
660.27,0.039
663.46,0.0381
666.66,0.0379
669.85,0.037
673.05,0.0369
676.25,0.035
679.45,0.0342
682.64,0.0365
685.84,0.0415
689.03,0.0564
692.23,0.0714
695.43,0.0864
698.62,0.1014
701.82,0.1164
705.02,0.1313
708.21,0.1463
711.41,0.1613
714.61,0.1763
717.8,0.1912
721.0,0.2062
724.2,0.2212
727.39,0.2362
730.59,0.2512
733.79,0.2661
736.98,0.2811
740.18,0.2961
743.38,0.3124
746.57,0.3278
749.77,0.3439
752.97,0.3486
756.16,0.3533
759.36,0.358
762.56,0.3627
765.75,0.3674
768.95,0.3721
772.15,0.3768
775.34,0.3854
778.54,0.3935
781.74,0.395
784.93,0.3908
788.13,0.3949
791.33,0.3972
794.52,0.3995
797.72,0.4019
800.92,0.4042
804.11,0.4066
807.31,0.4089
810.51,0.4112
813.7,0.4136
816.9,0.4159
820.1,0.4183
823.29,0.4206
826.49,0.4229
829.68,0.4253
832.88,0.4276
836.08,0.43
839.28,0.4323
842.47,0.4346
845.67,0.4318
848.86,0.4431
852.06,0.4312
855.26,0.4369
858.46,0.4253
861.65,0.4323
864.85,0.4545
868.04,0.4397
871.24,0.436
874.44,0.4275
877.63,0.4411
880.83,0.4473
884.03,0.4451
887.22,0.4542
890.42,0.4417
893.62,0.458
896.81,0.4587
900.01,0.4548
903.21,0.4513
906.4,0.447
909.6,0.4429
912.8,0.439
915.99,0.4347
919.19,0.43
922.39,0.4251
925.58,0.4205
928.78,0.4159
931.98,0.4112
935.17,0.4052
938.37,0.3995
941.57,0.394
944.76,0.3891
947.96,0.3838
951.16,0.3782
954.35,0.3728
957.55,0.3679
960.75,0.3633
963.94,0.3586
967.14,0.3539
970.1,0.3493
975.54,0.3452
980.98,0.338
986.42,0.3314
991.86,0.3248
997.3,0.3177
1002.74,0.3137
1008.18,0.3087
1013.62,0.3157
1019.06,0.3264
1024.5,0.3322
1029.95,0.328
1035.39,0.324
1040.83,0.3255
1046.27,0.3317
1051.71,0.3386
1057.15,0.3484
1062.59,0.3518
1068.03,0.3547
1073.47,0.3439
1078.91,0.3455
1084.35,0.3447
1089.79,0.3373
1095.23,0.3327
1100.67,0.3291
1106.11,0.3249
1111.55,0.3205
1116.99,0.3153
1122.43,0.3093
1127.87,0.3029
1133.32,0.2953
1138.76,0.2852
1144.2,0.2748
1149.64,0.2657
1155.08,0.2581
1160.52,0.2511
1165.96,0.2451
1171.4,0.24
1176.84,0.2353
1182.28,0.2315
1187.72,0.2356
1193.16,0.2396
1198.6,0.256
