wavelength_nm,value
414.13,0.0146
417.32,0.0157
420.52,0.0162
423.72,0.0164
426.91,0.0186
430.11,0.0217
433.31,0.0118
436.5,0.0152
439.7,0.0175
442.9,0.0143
446.09,0.0156
449.29,0.0145
452.49,0.0183
455.68,0.0176
458.88,0.0171
462.08,0.0161
465.27,0.0154
468.47,0.0134
471.67,0.015
474.86,0.0155
478.06,0.0164
481.26,0.0194
484.45,0.019
487.65,0.0167
490.85,0.0175
494.04,0.0159
497.24,0.0179
500.43,0.0197
503.63,0.0167
506.83,0.0189
510.03,0.0198
513.22,0.0209
516.42,0.0229
519.61,0.021
522.81,0.0191
526.01,0.0208
529.2,0.0214
532.4,0.0239
535.6,0.0245
538.79,0.0252
541.99,0.0257
545.19,0.0262
548.38,0.0261
551.58,0.0267
554.78,0.027
557.97,0.0299
561.17,0.0287
564.37,0.0307
567.56,0.0298
570.76,0.0309
573.96,0.0302
577.15,0.032
580.35,0.0307
583.55,0.0296
586.74,0.0295
589.94,0.0308
593.14,0.0285
596.33,0.0274
599.53,0.0272
602.73,0.0289
605.92,0.0282
609.12,0.0289
612.32,0.0274
615.51,0.027
618.71,0.0256
621.91,0.0243
625.1,0.0269
628.3,0.0251
631.5,0.0242
634.69,0.0236
637.89,0.025
641.09,0.0246
644.28,0.0254
647.48,0.0253
650.67,0.0244
653.87,0.0241
657.07,0.0233
660.27,0.0206
663.46,0.0202
666.66,0.0188
669.85,0.0183
673.05,0.019
676.25,0.0187
679.45,0.0182
682.64,0.0197
685.84,0.0227
689.03,0.0225
692.23,0.0224
695.43,0.0223
698.62,0.0221
701.82,0.022
705.02,0.0218
708.21,0.0217
711.41,0.0216
714.61,0.0214
717.8,0.0213
721.0,0.0212
724.2,0.021
727.39,0.0209
730.59,0.0207
733.79,0.0206
736.98,0.0205
740.18,0.0203
743.38,0.0205
746.57,0.0217
749.77,0.0235
752.97,0.0231
756.16,0.0226
759.36,0.0222
762.56,0.0218
765.75,0.0214
768.95,0.0209
772.15,0.0205
775.34,0.0238
778.54,0.021
781.74,0.0226
784.93,0.024
788.13,0.0234
791.33,0.0233
794.52,0.0231
797.72,0.0229
800.92,0.0228
804.11,0.0226
807.31,0.0225
810.51,0.0223
813.7,0.0221
816.9,0.022
820.1,0.0218
823.29,0.0216
826.49,0.0215
829.68,0.0213
832.88,0.0211
836.08,0.021
839.28,0.0208
842.47,0.0207
845.67,0.0186
