wavelength_nm,value
414.13,0.0333
417.32,0.0312
420.52,0.0277
423.72,0.0315
426.91,0.0292
430.11,0.0345
433.31,0.0327
436.5,0.0335
439.7,0.0344
442.9,0.0343
446.09,0.0378
449.29,0.035
452.49,0.0382
455.68,0.0359
458.88,0.0355
462.08,0.0381
465.27,0.0371
468.47,0.0372
471.67,0.038
474.86,0.0422
478.06,0.0409
481.26,0.0452
484.45,0.0446
487.65,0.0466
490.85,0.0445
494.04,0.046
497.24,0.0503
500.43,0.0535
503.63,0.0508
506.83,0.0526
510.03,0.0525
513.22,0.0554
516.42,0.0612
519.61,0.0566
522.81,0.0559
526.01,0.0584
529.2,0.0611
532.4,0.0614
535.6,0.0657
538.79,0.0664
541.99,0.0683
545.19,0.0687
548.38,0.069
551.58,0.0715
554.78,0.071
557.97,0.0761
561.17,0.0751
564.37,0.0743
567.56,0.0749
570.76,0.0777
573.96,0.0788
577.15,0.0783
580.35,0.0767
583.55,0.0781
586.74,0.0823
589.94,0.0831
593.14,0.0819
596.33,0.0836
599.53,0.0824
602.73,0.0817
605.92,0.0828
609.12,0.083
612.32,0.0815
615.51,0.085
618.71,0.0824
621.91,0.0858
625.1,0.0888
628.3,0.0853
631.5,0.0863
634.69,0.0873
637.89,0.0865
641.09,0.0869
644.28,0.0896
647.48,0.0918
650.67,0.0911
653.87,0.0897
657.07,0.0901
660.27,0.0849
663.46,0.0866
666.66,0.089
669.85,0.0883
673.05,0.0875
676.25,0.0881
679.45,0.0885
682.64,0.0897
685.84,0.0977
689.03,0.0953
692.23,0.093
695.43,0.0906
698.62,0.0883
701.82,0.0859
705.02,0.0835
708.21,0.0812
711.41,0.0788
714.61,0.0765
717.8,0.0741
721.0,0.0718
724.2,0.0694
727.39,0.0671
730.59,0.0647
733.79,0.0624
736.98,0.06
740.18,0.0577
743.38,0.058
746.57,0.0585
749.77,0.0579
752.97,0.0581
756.16,0.0584
759.36,0.0587
762.56,0.0589
765.75,0.0592
768.95,0.0595
772.15,0.0598
775.34,0.0613
778.54,0.06
781.74,0.0626
784.93,0.0627
788.13,0.0628
791.33,0.0621
794.52,0.0614
797.72,0.0607
800.92,0.06
804.11,0.0593
807.31,0.0586
810.51,0.0579
813.7,0.0572
816.9,0.0565
820.1,0.0558
823.29,0.0551
826.49,0.0544
829.68,0.0537
832.88,0.0531
836.08,0.0524
839.28,0.0517
842.47,0.051
845.67,0.0489
848.86,0.0503
852.06,0.0481
855.26,0.049
858.46,0.0432
861.65,0.0458
864.85,0.0465
868.04,0.0489
871.24,0.0426
874.44,0.0444
877.63,0.0421
880.83,0.0416
884.03,0.0419
887.22,0.0434
890.42,0.0377
893.62,0.0423
896.81,0.0423
900.01,0.0415
903.21,0.0406
906.4,0.0398
909.6,0.039
912.8,0.0382
915.99,0.0374
919.19,0.0365
922.39,0.0357
925.58,0.0349
928.78,0.0341
931.98,0.0332
935.17,0.0324
938.37,0.0316
941.57,0.0308
944.76,0.0299
947.96,0.0291
951.16,0.0283
954.35,0.0275
957.55,0.0267
960.75,0.0258
963.94,0.025
967.14,0.0242
970.1,0.0234
975.54,0.0226
980.98,0.0212
986.42,0.0198
991.86,0.0184
997.3,0.017
1002.74,0.0156
1008.18,0.0144
1013.62,0.0145
1019.06,0.0162
1024.5,0.0164
1029.95,0.0157
1035.39,0.0171
1040.83,0.0171
1046.27,0.0176
1051.71,0.0185
1057.15,0.0186
1062.59,0.0192
1068.03,0.0187
1073.47,0.0196
1078.91,0.018
1084.35,0.0177
1089.79,0.0173
1095.23,0.017
1100.67,0.0166
1106.11,0.0163
1111.55,0.0159
1116.99,0.0156
1122.43,0.0153
1127.87,0.0149
1133.32,0.0146
1138.76,0.0142
1144.2,0.0139
1149.64,0.0135
1155.08,0.0132
1160.52,0.0128
1165.96,0.0125
1171.4,0.0121
1176.84,0.0118
1182.28,0.0114
1187.72,0.0111
1193.16,0.0107
1198.6,0.0105
1204.04,0.0104
1209.48,0.0115
1214.92,0.0118
1220.36,0.0108
1225.8,0.0119
1231.24,0.0113
1236.69,0.012
1242.13,0.0114
1247.57,0.0117
1253.01,0.0117
1258.45,0.0109
1263.89,0.0112
1269.33,0.0122
1274.77,0.0119
1280.21,0.0118
1285.65,0.0116
1291.09,0.0108
1296.53,0.0115
1301.97,0.0105
1307.41,0.0111
1312.85,0.0107
1318.29,0.0105
1323.73,0.0096
1329.17,0.0103
1334.61,0.0101
1340.06,0.0099
1345.5,0.0097
1350.94,0.0096
1356.38,0.0094
1361.82,0.0092
1367.26,0.009
