wavelength_nm,value
414.13,0.0208
417.32,0.013
420.52,0.0175
423.72,0.0161
426.91,0.0181
430.11,0.0218
433.31,0.014
436.5,0.0178
439.7,0.0208
442.9,0.0188
446.09,0.019
449.29,0.0163
452.49,0.0179
455.68,0.0183
458.88,0.0198
462.08,0.0194
465.27,0.0194
468.47,0.0175
471.67,0.0176
474.86,0.0186
478.06,0.0207
481.26,0.0222
484.45,0.0222
487.65,0.021
490.85,0.0196
494.04,0.0212
497.24,0.0223
500.43,0.0224
503.63,0.0233
506.83,0.0229
510.03,0.0237
513.22,0.0255
516.42,0.0276
519.61,0.0244
522.81,0.024
526.01,0.028
529.2,0.0267
532.4,0.0281
535.6,0.0293
538.79,0.0309
541.99,0.0306
545.19,0.0312
548.38,0.0316
551.58,0.0329
554.78,0.0356
557.97,0.0346
561.17,0.0355
564.37,0.0348
567.56,0.0367
570.76,0.0362
573.96,0.0361
577.15,0.0362
580.35,0.0341
583.55,0.0359
586.74,0.0358
589.94,0.0363
593.14,0.0337
596.33,0.0347
599.53,0.0339
602.73,0.0343
605.92,0.0331
609.12,0.0329
612.32,0.0325
615.51,0.0324
618.71,0.032
621.91,0.0302
625.1,0.0319
628.3,0.0307
631.5,0.0292
634.69,0.0299
637.89,0.0296
641.09,0.0317
644.28,0.031
647.48,0.0319
650.67,0.0306
653.87,0.0297
657.07,0.0295
660.27,0.0248
663.46,0.0253
666.66,0.0247
669.85,0.0224
673.05,0.0233
676.25,0.0235
679.45,0.0241
682.64,0.0238
685.84,0.0273
689.03,0.0268
692.23,0.0263
695.43,0.0258
698.62,0.0253
701.82,0.0248
705.02,0.0243
708.21,0.0238
711.41,0.0233
714.61,0.0228
717.8,0.0223
721.0,0.0218
724.2,0.0212
727.39,0.0207
730.59,0.0202
733.79,0.0197
736.98,0.0192
740.18,0.0187
743.38,0.0195
746.57,0.0204
749.77,0.0194
752.97,0.0197
756.16,0.02
759.36,0.0203
762.56,0.0206
765.75,0.0209
768.95,0.0212
772.15,0.0214
775.34,0.0207
778.54,0.0207
781.74,0.0216
784.93,0.0199
788.13,0.0221
791.33,0.0219
794.52,0.0217
797.72,0.0215
800.92,0.0212
804.11,0.021
807.31,0.0208
810.51,0.0206
813.7,0.0204
816.9,0.0202
820.1,0.02
823.29,0.0198
826.49,0.0196
829.68,0.0194
832.88,0.0192
836.08,0.019
839.28,0.0187
842.47,0.0185
845.67,0.0163
848.86,0.0201
852.06,0.0185
855.26,0.0174
858.46,0.0162
861.65,0.0181
864.85,0.0199
868.04,0.016
871.24,0.016
874.44,0.0174
877.63,0.0174
880.83,0.0162
884.03,0.0149
887.22,0.0166
890.42,0.0153
893.62,0.018
896.81,0.018
900.01,0.0177
903.21,0.0174
906.4,0.0172
909.6,0.0169
912.8,0.0166
915.99,0.0164
919.19,0.0161
922.39,0.0158
925.58,0.0156
928.78,0.0153
931.98,0.015
935.17,0.0148
938.37,0.0145
941.57,0.0142
944.76,0.014
947.96,0.0137
951.16,0.0134
954.35,0.0132
957.55,0.0129
960.75,0.0126
963.94,0.0124
967.14,0.0121
970.1,0.0118
975.54,0.0116
980.98,0.0111
986.42,0.0107
991.86,0.0102
997.3,0.0098
1002.74,0.0093
1008.18,0.0086
1013.62,0.0089
1019.06,0.0098
1024.5,0.009
1029.95,0.0095
1035.39,0.0092
1040.83,0.0089
1046.27,0.0098
1051.71,0.01
1057.15,0.0094
1062.59,0.0102
1068.03,0.0097
1073.47,0.0096
1078.91,0.0101
1084.35,0.01
1089.79,0.0099
1095.23,0.0099
1100.67,0.0098
1106.11,0.0097
1111.55,0.0097
1116.99,0.0096
1122.43,0.0095
1127.87,0.0095
1133.32,0.0094
1138.76,0.0094
1144.2,0.0093
1149.64,0.0092
1155.08,0.0092
1160.52,0.0091
1165.96,0.009
1171.4,0.009
1176.84,0.0089
1182.28,0.0088
1187.72,0.0088
1193.16,0.0087
1198.6,0.0098
1204.04,0.0086
1209.48,0.008
1214.92,0.0083
1220.36,0.0084
1225.8,0.0099
1231.24,0.009
1236.69,0.01
1242.13,0.0099
1247.57,0.0106
1253.01,0.0088
1258.45,0.0101
1263.89,0.0104
1269.33,0.009
1274.77,0.0083
1280.21,0.0092
1285.65,0.0096
1291.09,0.0093
1296.53,0.0092
1301.97,0.0096
1307.41,0.0099
1312.85,0.0095
1318.29,0.0093
1323.73,0.0095
1329.17,0.012
1334.61,0.0117
1340.06,0.0114
1345.5,0.011
1350.94,0.0107
1356.38,0.0104
1361.82,0.0101
1367.26,0.0098
1372.7,0.0095
1378.14,0.0092
1383.58,0.0089
1389.02,0.0086
1394.46,0.0083
1399.9,0.008
1405.34,0.0077
1410.78,0.0074
1416.22,0.0071
1421.66,0.0068
1427.1,0.0065
1432.54,0.0062
1437.98,0.0059
1443.43,0.0056
1448.87,0.0053
1454.31,0.005
1459.75,0.0047
1465.19,0.0044
1470.63,0.0041
1476.07,0.0038
1481.51,0.0035
1486.95,0.0032
1492.39,0.0029
1497.83,0.0032
1503.27,0.0034
1508.71,0.003
1514.15,0.0044
1519.59,0.0047
1525.03,0.0047
1530.47,0.0046
1535.91,0.0046
1541.35,0.0047
1546.8,0.0045
1552.24,0.005
1557.68,0.0058
1563.12,0.0046
1568.56,0.0044
1574.0,0.0046
1579.44,0.0042
1584.88,0.0042
1590.32,0.0045
1595.76,0.0044
1601.2,0.0054
1606.64,0.0046
1612.08,0.0051
1617.52,0.0052
1622.96,0.0051
1628.4,0.0058
1633.84,0.005
1639.28,0.0053
1644.72,0.0051
1650.17,0.0055
1655.61,0.0048
1661.05,0.0052
1666.49,0.0058
1671.93,0.0057
1677.37,0.0058
1682.81,0.0057
1688.25,0.004
1693.69,0.0057
1699.13,0.0056
1704.57,0.0042
1710.01,0.0053
1715.45,0.0045
1720.89,0.0044
1726.33,0.0047
1731.77,0.0049
1737.21,0.003
1742.65,0.0044
1748.09,0.0039
1753.54,0.0047
1758.98,0.0058
1764.42,0.0036
1769.86,0.0043
1775.3,0.0038
1780.74,0.0038
1786.18,0.0037
1791.62,0.0036
1797.06,0.0035
1802.5,0.0034
1807.94,0.0033
1813.38,0.0032
1818.82,0.0031
1824.26,0.003
1829.7,0.0029
1835.14,0.0028
1840.58,0.0027
1846.02,0.0026
1851.46,0.0025
1856.91,0.0024
1862.35,0.0023
1867.79,0.0022
1873.23,0.0021
1878.67,0.002
1884.11,0.0019
1889.55,0.0018
1894.99,0.0017
1900.43,0.0017
1905.87,0.0016
1911.31,0.0015
1916.75,0.0014
1922.19,0.0013
1927.63,0.0012
1933.07,0.0011
1938.51,0.001
1943.95,0.0009
1949.39,0.0008
1954.83,0.0007
1960.28,0.0006
1965.72,0.0005
1971.16,0.0004
1976.6,0.0003
1982.04,0.0002
1987.48,0.0001
1992.92,0.0001
1998.36,0.045
2003.8,0.0717
2009.24,0.0546
2014.68,0.0643
2020.12,0.0
2025.56,0.0004
2031.0,0.0022
2036.44,0.0016
2041.88,0.0007
2047.32,0.0014
2052.76,0.002
2058.2,0.0
2063.65,0.0016
2069.09,0.0
2074.53,0.001
2079.97,0.0005
2085.41,0.0028
2090.85,0.0013
2096.29,0.002
2101.73,0.0008
2107.17,0.0012
2112.61,0.0014
2118.05,0.0004
2123.49,0.0017
2128.93,0.0004
2134.37,0.0
2139.81,0.0018
2145.25,0.0736
2150.69,0.0015
2156.13,0.0019
2161.57,0.0007
2167.02,0.0019
2172.46,0.0009
2177.9,0.0022
2183.34,0.0782
2188.78,0.0002
2194.22,0.0783
2199.66,0.0
2205.1,0.0011
2210.54,0.0
2215.98,0.0011
2221.42,0.0818
2226.86,0.0819
2232.3,0.0807
2237.74,0.0795
2243.18,0.0
2248.62,0.0003
2254.06,0.0751
2259.5,0.0731
2264.94,0.0715
2270.39,0.0716
2275.83,0.0
2281.27,0.0019
2286.71,0.0667
2292.15,0.0665
2297.59,0.0673
2303.03,0.0
2308.47,0.0
2313.91,0.0574
2319.35,0.0646
2324.79,0.0634
2330.23,0.0589
2335.67,0.0546
2341.11,0.0575
2346.55,0.052
2351.99,0.0609
2357.43,0.0584
2362.87,0.0494
2368.32,0.0534
2373.76,0.054
2379.2,0.0492
2384.64,0.0564
2390.08,0.055
2395.52,0.0518
2400.96,0.0453
2406.4,0.0474
2411.84,0.042
2417.28,0.064
2422.72,0.054
2428.16,0.0435
2433.6,0.0582
2439.04,0.0442
2444.48,0.0401
2449.92,0.0815
2455.36,0.0575
2460.8,0.0471
2466.24,0.0507
2471.69,0.0836
2477.13,0.0722
2482.57,0.2762
2488.01,0.4239
2493.45,0.757
2498.89,0.2254
