wavelength_nm,value,class,source_image,sample_id
637.89,0.0308,water,08,p608
641.09,0.0314,water,08,p608
644.28,0.0325,water,08,p608
647.48,0.0326,water,08,p608
650.67,0.0316,water,08,p608
653.87,0.0302,water,08,p608
657.07,0.0303,water,08,p608
660.27,0.0269,water,08,p608
663.46,0.0251,water,08,p608
666.66,0.0259,water,08,p608
669.85,0.0239,water,08,p608
673.05,0.0236,water,08,p608
676.25,0.0234,water,08,p608
679.45,0.0252,water,08,p608
682.64,0.025,water,08,p608
685.84,0.0274,water,08,p608
689.03,0.027,water,08,p608
692.23,0.0266,water,08,p608
695.43,0.0262,water,08,p608
698.62,0.0258,water,08,p608
701.82,0.0254,water,08,p608
705.02,0.025,water,08,p608
708.21,0.0246,water,08,p608
711.41,0.0242,water,08,p608
714.61,0.0239,water,08,p608
717.8,0.0235,water,08,p608
721.0,0.0231,water,08,p608
724.2,0.0227,water,08,p608
727.39,0.0223,water,08,p608
730.59,0.0219,water,08,p608
733.79,0.0215,water,08,p608
736.98,0.0211,water,08,p608
740.18,0.0207,water,08,p608
743.38,0.0222,water,08,p608
746.57,0.0223,water,08,p608
749.77,0.022,water,08,p608
752.97,0.0222,water,08,p608
756.16,0.0223,water,08,p608
759.36,0.0224,water,08,p608
762.56,0.0226,water,08,p608
765.75,0.0227,water,08,p608
768.95,0.0229,water,08,p608
772.15,0.023,water,08,p608
775.34,0.0243,water,08,p608
778.54,0.0237,water,08,p608
781.74,0.0226,water,08,p608
784.93,0.0239,water,08,p608
788.13,0.0245,water,08,p608
791.33,0.0242,water,08,p608
794.52,0.024,water,08,p608
797.72,0.0237,water,08,p608
800.92,0.0234,water,08,p608
804.11,0.0232,water,08,p608
807.31,0.0229,water,08,p608
810.51,0.0227,water,08,p608
813.7,0.0224,water,08,p608
816.9,0.0221,water,08,p608
820.1,0.0219,water,08,p608
823.29,0.0216,water,08,p608
826.49,0.0214,water,08,p608
829.68,0.0211,water,08,p608
832.88,0.0208,water,08,p608
836.08,0.0206,water,08,p608
839.28,0.0203,water,08,p608
842.47,0.0201,water,08,p608
845.67,0.0214,water,08,p608
848.86,0.0203,water,08,p608
852.06,0.0218,water,08,p608
855.26,0.0203,water,08,p608
858.46,0.0207,water,08,p608
861.65,0.0175,water,08,p608
864.85,0.0172,water,08,p608
868.04,0.0177,water,08,p608
871.24,0.0206,water,08,p608
874.44,0.0221,water,08,p608
877.63,0.0169,water,08,p608
880.83,0.0176,water,08,p608
884.03,0.0202,water,08,p608
887.22,0.0202,water,08,p608
890.42,0.0198,water,08,p608
893.62,0.0196,water,08,p608
896.81,0.0196,water,08,p608
900.01,0.0193,water,08,p608
903.21,0.019,water,08,p608
906.4,0.0186,water,08,p608
909.6,0.0183,water,08,p608
912.8,0.018,water,08,p608
915.99,0.0177,water,08,p608
919.19,0.0173,water,08,p608
922.39,0.017,water,08,p608
925.58,0.0167,water,08,p608
928.78,0.0163,water,08,p608
931.98,0.016,water,08,p608
935.17,0.0157,water,08,p608
938.37,0.0154,water,08,p608
941.57,0.015,water,08,p608
944.76,0.0147,water,08,p608
947.96,0.0144,water,08,p608
951.16,0.0141,water,08,p608
954.35,0.0137,water,08,p608
957.55,0.0134,water,08,p608
960.75,0.0131,water,08,p608
963.94,0.0127,water,08,p608
967.14,0.0124,water,08,p608
970.1,0.0121,water,08,p608
975.54,0.0118,water,08,p608
980.98,0.0112,water,08,p608
986.42,0.0107,water,08,p608
991.86,0.0101,water,08,p608
997.3,0.0096,water,08,p608
1002.74,0.009,water,08,p608
1008.18,0.0086,water,08,p608
1013.62,0.0067,water,08,p608
1019.06,0.0081,water,08,p608
1024.5,0.0086,water,08,p608
1029.95,0.0095,water,08,p608
1035.39,0.0091,water,08,p608
1040.83,0.01,water,08,p608
1046.27,0.0092,water,08,p608
1051.71,0.0095,water,08,p608
1057.15,0.0094,water,08,p608
1062.59,0.01,water,08,p608
1068.03,0.0092,water,08,p608
1073.47,0.0087,water,08,p608
1078.91,0.0093,water,08,p608
1084.35,0.0091,water,08,p608
1089.79,0.0089,water,08,p608
1095.23,0.0088,water,08,p608
1100.67,0.0086,water,08,p608
1106.11,0.0084,water,08,p608
1111.55,0.0082,water,08,p608
1116.99,0.008,water,08,p608
1122.43,0.0079,water,08,p608
1127.87,0.0077,water,08,p608
1133.32,0.0075,water,08,p608
1138.76,0.0073,water,08,p608
1144.2,0.0071,water,08,p608
1149.64,0.007,water,08,p608
1155.08,0.0068,water,08,p608
1160.52,0.0066,water,08,p608
1165.96,0.0064,water,08,p608
1171.4,0.0062,water,08,p608
1176.84,0.0061,water,08,p608
1182.28,0.0059,water,08,p608
1187.72,0.0057,water,08,p608
1193.16,0.0055,water,08,p608
1198.6,0.0075,water,08,p608
1204.04,0.0068,water,08,p608
1209.48,0.008,water,08,p608
1214.92,0.0071,water,08,p608
1220.36,0.0062,water,08,p608
1225.8,0.007,water,08,p608
1231.24,0.0068,water,08,p608
1236.69,0.0064,water,08,p608
1242.13,0.0075,water,08,p608
1247.57,0.0083,water,08,p608
1253.01,0.0084,water,08,p608
1258.45,0.0081,water,08,p608
1263.89,0.0078,water,08,p608
1269.33,0.0075,water,08,p608
1274.77,0.0077,water,08,p608
1280.21,0.0077,water,08,p608
1285.65,0.0078,water,08,p608
1291.09,0.0074,water,08,p608
1296.53,0.0077,water,08,p608
1301.97,0.0073,water,08,p608
1307.41,0.0078,water,08,p608
1312.85,0.0085,water,08,p608
1318.29,0.007,water,08,p608
1323.73,0.0071,water,08,p608
1329.17,0.0071,water,08,p608
1334.61,0.0069,water,08,p608
1340.06,0.0067,water,08,p608
1345.5,0.0065,water,08,p608
1350.94,0.0063,water,08,p608
1356.38,0.006,water,08,p608
1361.82,0.0058,water,08,p608
1367.26,0.0056,water,08,p608
1372.7,0.0054,water,08,p608
1378.14,0.0052,water,08,p608
1383.58,0.005,water,08,p608
1389.02,0.0047,water,08,p608
1394.46,0.0045,water,08,p608
1399.9,0.0043,water,08,p608
1405.34,0.0041,water,08,p608
1410.78,0.0039,water,08,p608
1416.22,0.0037,water,08,p608
1421.66,0.0035,water,08,p608
1427.1,0.0033,water,08,p608
1432.54,0.0031,water,08,p608
1437.98,0.0029,water,08,p608
1443.43,0.0027,water,08,p608
1448.87,0.0025,water,08,p608
1454.31,0.0023,water,08,p608
1459.75,0.002,water,08,p608
1465.19,0.0018,water,08,p608
1470.63,0.0016,water,08,p608
1476.07,0.0014,water,08,p608
1481.51,0.0012,water,08,p608
1486.95,0.001,water,08,p608
1492.39,0.0008,water,08,p608
1497.83,0.002,water,08,p608
1503.27,0.0016,water,08,p608
1508.71,0.0025,water,08,p608
1514.15,0.0024,water,08,p608
1519.59,0.0024,water,08,p608
1525.03,0.0034,water,08,p608
1530.47,0.0035,water,08,p608
1535.91,0.0045,water,08,p608
1541.35,0.0039,water,08,p608
1546.8,0.0045,water,08,p608
1552.24,0.0048,water,08,p608
1557.68,0.005,water,08,p608
1563.12,0.0046,water,08,p608
1568.56,0.0045,water,08,p608
1574.0,0.0038,water,08,p608
1579.44,0.0036,water,08,p608
1584.88,0.003,water,08,p608
1590.32,0.0052,water,08,p608
1595.76,0.0039,water,08,p608
1601.2,0.0057,water,08,p608
1606.64,0.0035,water,08,p608
1612.08,0.0049,water,08,p608
1617.52,0.0043,water,08,p608
1622.96,0.0035,water,08,p608
1628.4,0.0044,water,08,p608
1633.84,0.0051,water,08,p608
1639.28,0.0054,water,08,p608
1644.72,0.0045,water,08,p608
1650.17,0.0047,water,08,p608
1655.61,0.0046,water,08,p608
1661.05,0.0054,water,08,p608
1666.49,0.0049,water,08,p608
1671.93,0.0034,water,08,p608
1677.37,0.0051,water,08,p608
1682.81,0.0049,water,08,p608
1688.25,0.0054,water,08,p608
1693.69,0.0039,water,08,p608
1699.13,0.0064,water,08,p608
1704.57,0.0038,water,08,p608
1710.01,0.0037,water,08,p608
1715.45,0.0045,water,08,p608
1720.89,0.0049,water,08,p608
1726.33,0.0039,water,08,p608
1731.77,0.004,water,08,p608
1737.21,0.0046,water,08,p608
1742.65,0.0043,water,08,p608
1748.09,0.0036,water,08,p608
1753.54,0.0021,water,08,p608
1758.98,0.0048,water,08,p608
1764.42,0.0042,water,08,p608
1769.86,0.0027,water,08,p608
1775.3,0.0002,water,08,p608
1780.74,0.0002,water,08,p608
1786.18,0.0002,water,08,p608
1791.62,0.0002,water,08,p608
1797.06,0.0002,water,08,p608
1802.5,0.0002,water,08,p608
1807.94,0.0002,water,08,p608
1813.38,0.0002,water,08,p608
1818.82,0.0002,water,08,p608
1824.26,0.0002,water,08,p608
1829.7,0.0002,water,08,p608
1835.14,0.0002,water,08,p608
1840.58,0.0002,water,08,p608
1846.02,0.0002,water,08,p608
1851.46,0.0002,water,08,p608
1856.91,0.0002,water,08,p608
1862.35,0.0002,water,08,p608
1867.79,0.0002,water,08,p608
1873.23,0.0002,water,08,p608
1878.67,0.0002,water,08,p608
1884.11,0.0002,water,08,p608
1889.55,0.0002,water,08,p608
1894.99,0.0002,water,08,p608
1900.43,0.0002,water,08,p608
1905.87,0.0002,water,08,p608
1911.31,0.0002,water,08,p608
1916.75,0.0002,water,08,p608
1922.19,0.0002,water,08,p608
1927.63,0.0002,water,08,p608
1933.07,0.0002,water,08,p608
1938.51,0.0002,water,08,p608
1943.95,0.0002,water,08,p608
1949.39,0.0002,water,08,p608
1954.83,0.0002,water,08,p608
1960.28,0.0002,water,08,p608
1965.72,0.0002,water,08,p608
1971.16,0.0002,water,08,p608
1976.6,0.0002,water,08,p608
1982.04,0.0002,water,08,p608
1987.48,0.0002,water,08,p608
1992.92,0.0002,water,08,p608
1998.36,0.045,water,08,p608
2003.8,0.0718,water,08,p608
2009.24,0.0545,water,08,p608
2014.68,0.0643,water,08,p608
2020.12,0.0635,water,08,p608
2025.56,0.0,water,08,p608
2031.0,0.0028,water,08,p608
2036.44,0.001,water,08,p608
2041.88,0.0615,water,08,p608
2047.32,0.0,water,08,p608
2052.76,0.0002,water,08,p608
2058.2,0.0031,water,08,p608
2063.65,0.0019,water,08,p608
2069.09,0.0,water,08,p608
2074.53,0.0011,water,08,p608
2079.97,0.0,water,08,p608
2085.41,0.0001,water,08,p608
2090.85,0.0033,water,08,p608
2096.29,0.0001,water,08,p608
2101.73,0.0029,water,08,p608
2107.17,0.0,water,08,p608
2112.61,0.0007,water,08,p608
2118.05,0.0016,water,08,p608
2123.49,0.0009,water,08,p608
2128.93,0.0004,water,08,p608
2134.37,0.0015,water,08,p608
2139.81,0.0023,water,08,p608
2145.25,0.0015,water,08,p608
2150.69,0.0024,water,08,p608
2156.13,0.0001,water,08,p608
2161.57,0.001,water,08,p608
2167.02,0.002,water,08,p608
2172.46,0.0012,water,08,p608
2177.9,0.0022,water,08,p608
2183.34,0.0017,water,08,p608
2188.78,0.0022,water,08,p608
2194.22,0.0783,water,08,p608
2199.66,0.0825,water,08,p608
2205.1,0.0002,water,08,p608
2210.54,0.0038,water,08,p608
2215.98,0.0005,water,08,p608
2221.42,0.0035,water,08,p608
2226.86,0.0023,water,08,p608
2232.3,0.0028,water,08,p608
2237.74,0.0012,water,08,p608
2243.18,0.0017,water,08,p608
2248.62,0.0,water,08,p608
2254.06,0.002,water,08,p608
2259.5,0.0031,water,08,p608
2264.94,0.0715,water,08,p608
2270.39,0.0001,water,08,p608
2275.83,0.0018,water,08,p608
2281.27,0.0014,water,08,p608
2286.71,0.0,water,08,p608
2292.15,0.0,water,08,p608
2297.59,0.0672,water,08,p608
2303.03,0.0661,water,08,p608
2308.47,0.0635,water,08,p608
2313.91,0.0573,water,08,p608
2319.35,0.0006,water,08,p608
2324.79,0.0041,water,08,p608
2330.23,0.0589,water,08,p608
2335.67,0.0009,water,08,p608
2341.11,0.0045,water,08,p608
2346.55,0.052,water,08,p608
2351.99,0.0008,water,08,p608
2357.43,0.0044,water,08,p608
2362.87,0.0494,water,08,p608
2368.32,0.0001,water,08,p608
2373.76,0.0036,water,08,p608
2379.2,0.0044,water,08,p608
2384.64,0.0565,water,08,p608
2390.08,0.0,water,08,p608
2395.52,0.0518,water,08,p608
2400.96,0.0453,water,08,p608
2406.4,0.0475,water,08,p608
2411.84,0.0007,water,08,p608
2417.28,0.0111,water,08,p608
2422.72,0.0054,water,08,p608
2428.16,0.0436,water,08,p608
2433.6,0.0008,water,08,p608
2439.04,0.0442,water,08,p608
2444.48,0.0403,water,08,p608
2449.92,0.0819,water,08,p608
2455.36,0.0577,water,08,p608
2460.8,0.0473,water,08,p608
2466.24,0.051,water,08,p608
2471.69,0.0842,water,08,p608
2477.13,0.0727,water,08,p608
2482.57,0.0089,water,08,p608
2488.01,0.0762,water,08,p608
2493.45,0.7673,water,08,p608
2498.89,0.2278,water,08,p608
414.13,0.0208,water,08,p708
417.32,0.013,water,08,p708
420.52,0.0175,water,08,p708
423.72,0.0161,water,08,p708
426.91,0.0181,water,08,p708
430.11,0.0218,water,08,p708
433.31,0.014,water,08,p708
436.5,0.0178,water,08,p708
439.7,0.0208,water,08,p708
442.9,0.0188,water,08,p708
446.09,0.019,water,08,p708
449.29,0.0163,water,08,p708
452.49,0.0179,water,08,p708
455.68,0.0183,water,08,p708
458.88,0.0198,water,08,p708
462.08,0.0194,water,08,p708
465.27,0.0194,water,08,p708
468.47,0.0175,water,08,p708
471.67,0.0176,water,08,p708
474.86,0.0186,water,08,p708
478.06,0.0207,water,08,p708
481.26,0.0222,water,08,p708
484.45,0.0222,water,08,p708
487.65,0.021,water,08,p708
490.85,0.0196,water,08,p708
494.04,0.0212,water,08,p708
497.24,0.0223,water,08,p708
500.43,0.0224,water,08,p708
503.63,0.0233,water,08,p708
506.83,0.0229,water,08,p708
510.03,0.0237,water,08,p708
513.22,0.0255,water,08,p708
516.42,0.0276,water,08,p708
519.61,0.0244,water,08,p708
522.81,0.024,water,08,p708
526.01,0.028,water,08,p708
529.2,0.0267,water,08,p708
532.4,0.0281,water,08,p708
535.6,0.0293,water,08,p708
538.79,0.0309,water,08,p708
541.99,0.0306,water,08,p708
545.19,0.0312,water,08,p708
548.38,0.0316,water,08,p708
551.58,0.0329,water,08,p708
554.78,0.0356,water,08,p708
557.97,0.0346,water,08,p708
561.17,0.0355,water,08,p708
564.37,0.0348,water,08,p708
567.56,0.0367,water,08,p708
570.76,0.0362,water,08,p708
573.96,0.0361,water,08,p708
577.15,0.0362,water,08,p708
580.35,0.0341,water,08,p708
583.55,0.0359,water,08,p708
586.74,0.0358,water,08,p708
589.94,0.0363,water,08,p708
593.14,0.0337,water,08,p708
596.33,0.0347,water,08,p708
599.53,0.0339,water,08,p708
602.73,0.0343,water,08,p708
605.92,0.0331,water,08,p708
609.12,0.0329,water,08,p708
612.32,0.0325,water,08,p708
615.51,0.0324,water,08,p708
618.71,0.032,water,08,p708
621.91,0.0302,water,08,p708
625.1,0.0319,water,08,p708
628.3,0.0307,water,08,p708
631.5,0.0292,water,08,p708
634.69,0.0299,water,08,p708
637.89,0.0296,water,08,p708
641.09,0.0317,water,08,p708
644.28,0.031,water,08,p708
647.48,0.0319,water,08,p708
650.67,0.0306,water,08,p708
653.87,0.0297,water,08,p708
657.07,0.0295,water,08,p708
660.27,0.0248,water,08,p708
663.46,0.0253,water,08,p708
666.66,0.0247,water,08,p708
669.85,0.0224,water,08,p708
673.05,0.0233,water,08,p708
676.25,0.0235,water,08,p708
679.45,0.0241,water,08,p708
682.64,0.0238,water,08,p708
685.84,0.0273,water,08,p708
689.03,0.0268,water,08,p708
692.23,0.0263,water,08,p708
695.43,0.0258,water,08,p708
698.62,0.0253,water,08,p708
701.82,0.0248,water,08,p708
705.02,0.0243,water,08,p708
708.21,0.0238,water,08,p708
711.41,0.0233,water,08,p708
714.61,0.0228,water,08,p708
717.8,0.0223,water,08,p708
721.0,0.0218,water,08,p708
724.2,0.0212,water,08,p708
727.39,0.0207,water,08,p708
730.59,0.0202,water,08,p708
733.79,0.0197,water,08,p708
736.98,0.0192,water,08,p708
740.18,0.0187,water,08,p708
743.38,0.0195,water,08,p708
746.57,0.0204,water,08,p708
749.77,0.0194,water,08,p708
752.97,0.0197,water,08,p708
756.16,0.02,water,08,p708
759.36,0.0203,water,08,p708
762.56,0.0206,water,08,p708
765.75,0.0209,water,08,p708
768.95,0.0212,water,08,p708
772.15,0.0214,water,08,p708
775.34,0.0207,water,08,p708
778.54,0.0207,water,08,p708
781.74,0.0216,water,08,p708
784.93,0.0199,water,08,p708
788.13,0.0221,water,08,p708
791.33,0.0219,water,08,p708
794.52,0.0217,water,08,p708
797.72,0.0215,water,08,p708
800.92,0.0212,water,08,p708
804.11,0.021,water,08,p708
807.31,0.0208,water,08,p708
810.51,0.0206,water,08,p708
813.7,0.0204,water,08,p708
816.9,0.0202,water,08,p708
820.1,0.02,water,08,p708
823.29,0.0198,water,08,p708
826.49,0.0196,water,08,p708
829.68,0.0194,water,08,p708
832.88,0.0192,water,08,p708
836.08,0.019,water,08,p708
839.28,0.0187,water,08,p708
842.47,0.0185,water,08,p708
845.67,0.0163,water,08,p708
848.86,0.0201,water,08,p708
852.06,0.0185,water,08,p708
855.26,0.0174,water,08,p708
858.46,0.0162,water,08,p708
861.65,0.0181,water,08,p708
864.85,0.0199,water,08,p708
868.04,0.016,water,08,p708
871.24,0.016,water,08,p708
874.44,0.0174,water,08,p708
877.63,0.0174,water,08,p708
880.83,0.0162,water,08,p708
884.03,0.0149,water,08,p708
887.22,0.0166,water,08,p708
890.42,0.0153,water,08,p708
893.62,0.018,water,08,p708
896.81,0.018,water,08,p708
900.01,0.0177,water,08,p708
903.21,0.0174,water,08,p708
906.4,0.0172,water,08,p708
909.6,0.0169,water,08,p708
912.8,0.0166,water,08,p708
915.99,0.0164,water,08,p708
919.19,0.0161,water,08,p708
922.39,0.0158,water,08,p708
925.58,0.0156,water,08,p708
928.78,0.0153,water,08,p708
931.98,0.015,water,08,p708
935.17,0.0148,water,08,p708
938.37,0.0145,water,08,p708
941.57,0.0142,water,08,p708
944.76,0.014,water,08,p708
947.96,0.0137,water,08,p708
951.16,0.0134,water,08,p708
954.35,0.0132,water,08,p708
957.55,0.0129,water,08,p708
960.75,0.0126,water,08,p708
963.94,0.0124,water,08,p708
967.14,0.0121,water,08,p708
970.1,0.0118,water,08,p708
975.54,0.0116,water,08,p708
980.98,0.0111,water,08,p708
986.42,0.0107,water,08,p708
991.86,0.0102,water,08,p708
997.3,0.0098,water,08,p708
1002.74,0.0093,water,08,p708
1008.18,0.0086,water,08,p708
1013.62,0.0089,water,08,p708
1019.06,0.0098,water,08,p708
1024.5,0.009,water,08,p708
1029.95,0.0095,water,08,p708
1035.39,0.0092,water,08,p708
1040.83,0.0089,water,08,p708
1046.27,0.0098,water,08,p708
1051.71,0.01,water,08,p708
1057.15,0.0094,water,08,p708
1062.59,0.0102,water,08,p708
1068.03,0.0097,water,08,p708
1073.47,0.0096,water,08,p708
1078.91,0.0101,water,08,p708
1084.35,0.01,water,08,p708
1089.79,0.0099,water,08,p708
1095.23,0.0099,water,08,p708
1100.67,0.0098,water,08,p708
1106.11,0.0097,water,08,p708
1111.55,0.0097,water,08,p708
1116.99,0.0096,water,08,p708
1122.43,0.0095,water,08,p708
1127.87,0.0095,water,08,p708
1133.32,0.0094,water,08,p708
1138.76,0.0094,water,08,p708
1144.2,0.0093,water,08,p708
1149.64,0.0092,water,08,p708
1155.08,0.0092,water,08,p708
1160.52,0.0091,water,08,p708
1165.96,0.009,water,08,p708
1171.4,0.009,water,08,p708
1176.84,0.0089,water,08,p708
1182.28,0.0088,water,08,p708
1187.72,0.0088,water,08,p708
1193.16,0.0087,water,08,p708
1198.6,0.0098,water,08,p708
1204.04,0.0086,water,08,p708
1209.48,0.008,water,08,p708
1214.92,0.0083,water,08,p708
1220.36,0.0084,water,08,p708
1225.8,0.0099,water,08,p708
1231.24,0.009,water,08,p708
1236.69,0.01,water,08,p708
1242.13,0.0099,water,08,p708
1247.57,0.0106,water,08,p708
1253.01,0.0088,water,08,p708
1258.45,0.0101,water,08,p708
1263.89,0.0104,water,08,p708
1269.33,0.009,water,08,p708
1274.77,0.0083,water,08,p708
1280.21,0.0092,water,08,p708
1285.65,0.0096,water,08,p708
1291.09,0.0093,water,08,p708
1296.53,0.0092,water,08,p708
1301.97,0.0096,water,08,p708
1307.41,0.0099,water,08,p708
1312.85,0.0095,water,08,p708
1318.29,0.0093,water,08,p708
1323.73,0.0095,water,08,p708
1329.17,0.012,water,08,p708
1334.61,0.0117,water,08,p708
1340.06,0.0114,water,08,p708
1345.5,0.011,water,08,p708
1350.94,0.0107,water,08,p708
1356.38,0.0104,water,08,p708
1361.82,0.0101,water,08,p708
1367.26,0.0098,water,08,p708
1372.7,0.0095,water,08,p708
1378.14,0.0092,water,08,p708
1383.58,0.0089,water,08,p708
1389.02,0.0086,water,08,p708
1394.46,0.0083,water,08,p708
1399.9,0.008,water,08,p708
1405.34,0.0077,water,08,p708
1410.78,0.0074,water,08,p708
1416.22,0.0071,water,08,p708
1421.66,0.0068,water,08,p708
1427.1,0.0065,water,08,p708
1432.54,0.0062,water,08,p708
1437.98,0.0059,water,08,p708
1443.43,0.0056,water,08,p708
1448.87,0.0053,water,08,p708
1454.31,0.005,water,08,p708
1459.75,0.0047,water,08,p708
1465.19,0.0044,water,08,p708
1470.63,0.0041,water,08,p708
1476.07,0.0038,water,08,p708
1481.51,0.0035,water,08,p708
1486.95,0.0032,water,08,p708
1492.39,0.0029,water,08,p708
1497.83,0.0032,water,08,p708
1503.27,0.0034,water,08,p708
1508.71,0.003,water,08,p708
1514.15,0.0044,water,08,p708
1519.59,0.0047,water,08,p708
1525.03,0.0047,water,08,p708
1530.47,0.0046,water,08,p708
1535.91,0.0046,water,08,p708
1541.35,0.0047,water,08,p708
1546.8,0.0045,water,08,p708
1552.24,0.005,water,08,p708
1557.68,0.0058,water,08,p708
1563.12,0.0046,water,08,p708
1568.56,0.0044,water,08,p708
1574.0,0.0046,water,08,p708
1579.44,0.0042,water,08,p708
1584.88,0.0042,water,08,p708
1590.32,0.0045,water,08,p708
1595.76,0.0044,water,08,p708
1601.2,0.0054,water,08,p708
1606.64,0.0046,water,08,p708
1612.08,0.0051,water,08,p708
1617.52,0.0052,water,08,p708
1622.96,0.0051,water,08,p708
1628.4,0.0058,water,08,p708
1633.84,0.005,water,08,p708
1639.28,0.0053,water,08,p708
1644.72,0.0051,water,08,p708
1650.17,0.0055,water,08,p708
1655.61,0.0048,water,08,p708
1661.05,0.0052,water,08,p708
1666.49,0.0058,water,08,p708
1671.93,0.0057,water,08,p708
1677.37,0.0058,water,08,p708
1682.81,0.0057,water,08,p708
1688.25,0.004,water,08,p708
1693.69,0.0057,water,08,p708
1699.13,0.0056,water,08,p708
1704.57,0.0042,water,08,p708
1710.01,0.0053,water,08,p708
1715.45,0.0045,water,08,p708
1720.89,0.0044,water,08,p708
1726.33,0.0047,water,08,p708
1731.77,0.0049,water,08,p708
1737.21,0.003,water,08,p708
1742.65,0.0044,water,08,p708
1748.09,0.0039,water,08,p708
1753.54,0.0047,water,08,p708
1758.98,0.0058,water,08,p708
1764.42,0.0036,water,08,p708
1769.86,0.0043,water,08,p708
1775.3,0.0038,water,08,p708
1780.74,0.0038,water,08,p708
1786.18,0.0037,water,08,p708
1791.62,0.0036,water,08,p708
1797.06,0.0035,water,08,p708
1802.5,0.0034,water,08,p708
1807.94,0.0033,water,08,p708
1813.38,0.0032,water,08,p708
1818.82,0.0031,water,08,p708
1824.26,0.003,water,08,p708
1829.7,0.0029,water,08,p708
1835.14,0.0028,water,08,p708
1840.58,0.0027,water,08,p708
1846.02,0.0026,water,08,p708
1851.46,0.0025,water,08,p708
1856.91,0.0024,water,08,p708
1862.35,0.0023,water,08,p708
1867.79,0.0022,water,08,p708
1873.23,0.0021,water,08,p708
1878.67,0.002,water,08,p708
1884.11,0.0019,water,08,p708
1889.55,0.0018,water,08,p708
1894.99,0.0017,water,08,p708
1900.43,0.0017,water,08,p708
1905.87,0.0016,water,08,p708
1911.31,0.0015,water,08,p708
1916.75,0.0014,water,08,p708
1922.19,0.0013,water,08,p708
1927.63,0.0012,water,08,p708
1933.07,0.0011,water,08,p708
1938.51,0.001,water,08,p708
1943.95,0.0009,water,08,p708
1949.39,0.0008,water,08,p708
1954.83,0.0007,water,08,p708
1960.28,0.0006,water,08,p708
1965.72,0.0005,water,08,p708
1971.16,0.0004,water,08,p708
1976.6,0.0003,water,08,p708
1982.04,0.0002,water,08,p708
1987.48,0.0001,water,08,p708
1992.92,0.0001,water,08,p708
1998.36,0.045,water,08,p708
2003.8,0.0717,water,08,p708
2009.24,0.0546,water,08,p708
2014.68,0.0643,water,08,p708
2020.12,0.0,water,08,p708
2025.56,0.0004,water,08,p708
2031.0,0.0022,water,08,p708
2036.44,0.0016,water,08,p708
2041.88,0.0007,water,08,p708
2047.32,0.0014,water,08,p708
2052.76,0.002,water,08,p708
2058.2,0.0,water,08,p708
2063.65,0.0016,water,08,p708
2069.09,0.0,water,08,p708
2074.53,0.001,water,08,p708
2079.97,0.0005,water,08,p708
2085.41,0.0028,water,08,p708
2090.85,0.0013,water,08,p708
2096.29,0.002,water,08,p708
2101.73,0.0008,water,08,p708
2107.17,0.0012,water,08,p708
2112.61,0.0014,water,08,p708
2118.05,0.0004,water,08,p708
2123.49,0.0017,water,08,p708
2128.93,0.0004,water,08,p708
2134.37,0.0,water,08,p708
2139.81,0.0018,water,08,p708
2145.25,0.0736,water,08,p708
2150.69,0.0015,water,08,p708
2156.13,0.0019,water,08,p708
2161.57,0.0007,water,08,p708
2167.02,0.0019,water,08,p708
2172.46,0.0009,water,08,p708
2177.9,0.0022,water,08,p708
2183.34,0.0782,water,08,p708
2188.78,0.0002,water,08,p708
2194.22,0.0783,water,08,p708
2199.66,0.0,water,08,p708
2205.1,0.0011,water,08,p708
2210.54,0.0,water,08,p708
2215.98,0.0011,water,08,p708
2221.42,0.0818,water,08,p708
2226.86,0.0819,water,08,p708
2232.3,0.0807,water,08,p708
2237.74,0.0795,water,08,p708
2243.18,0.0,water,08,p708
2248.62,0.0003,water,08,p708
2254.06,0.0751,water,08,p708
2259.5,0.0731,water,08,p708
2264.94,0.0715,water,08,p708
2270.39,0.0716,water,08,p708
2275.83,0.0,water,08,p708
2281.27,0.0019,water,08,p708
2286.71,0.0667,water,08,p708
2292.15,0.0665,water,08,p708
2297.59,0.0673,water,08,p708
2303.03,0.0,water,08,p708
2308.47,0.0,water,08,p708
2313.91,0.0574,water,08,p708
2319.35,0.0646,water,08,p708
2324.79,0.0634,water,08,p708
2330.23,0.0589,water,08,p708
2335.67,0.0546,water,08,p708
2341.11,0.0575,water,08,p708
2346.55,0.052,water,08,p708
2351.99,0.0609,water,08,p708
2357.43,0.0584,water,08,p708
2362.87,0.0494,water,08,p708
2368.32,0.0534,water,08,p708
2373.76,0.054,water,08,p708
2379.2,0.0492,water,08,p708
2384.64,0.0564,water,08,p708
2390.08,0.055,water,08,p708
2395.52,0.0518,water,08,p708
2400.96,0.0453,water,08,p708
2406.4,0.0474,water,08,p708
2411.84,0.042,water,08,p708
2417.28,0.064,water,08,p708
2422.72,0.054,water,08,p708
2428.16,0.0435,water,08,p708
2433.6,0.0582,water,08,p708
2439.04,0.0442,water,08,p708
2444.48,0.0401,water,08,p708
2449.92,0.0815,water,08,p708
2455.36,0.0575,water,08,p708
2460.8,0.0471,water,08,p708
2466.24,0.0507,water,08,p708
2471.69,0.0836,water,08,p708
2477.13,0.0722,water,08,p708
2482.57,0.2762,water,08,p708
2488.01,0.4239,water,08,p708
2493.45,0.757,water,08,p708
2498.89,0.2254,water,08,p708
414.13,0.0242,contaminated,08,p908
417.32,0.0258,contaminated,08,p908
420.52,0.0286,contaminated,08,p908
