wavelength_nm,value,class,source_image,sample_id
2215.98,0.1219,crops,13,p213
2221.42,0.1181,crops,13,p213
2226.86,0.1189,crops,13,p213
2232.3,0.1182,crops,13,p213
2237.74,0.1134,crops,13,p213
2243.18,0.1135,crops,13,p213
2248.62,0.1089,crops,13,p213
2254.06,0.1053,crops,13,p213
2259.5,0.1065,crops,13,p213
2264.94,0.1035,crops,13,p213
2270.39,0.1019,crops,13,p213
2275.83,0.098,crops,13,p213
2281.27,0.0961,crops,13,p213
2286.71,0.0927,crops,13,p213
2292.15,0.0922,crops,13,p213
2297.59,0.0948,crops,13,p213
2303.03,0.0898,crops,13,p213
2308.47,0.0868,crops,13,p213
2313.91,0.0778,crops,13,p213
2319.35,0.0906,crops,13,p213
2324.79,0.0865,crops,13,p213
2330.23,0.0786,crops,13,p213
2335.67,0.0713,crops,13,p213
2341.11,0.0739,crops,13,p213
2346.55,0.0626,crops,13,p213
2351.99,0.0763,crops,13,p213
2357.43,0.0755,crops,13,p213
2362.87,0.0623,crops,13,p213
2368.32,0.0632,crops,13,p213
2373.76,0.0642,crops,13,p213
2379.2,0.0575,crops,13,p213
2384.64,0.0638,crops,13,p213
2390.08,0.0603,crops,13,p213
2395.52,0.065,crops,13,p213
2400.96,0.0516,crops,13,p213
2406.4,0.0552,crops,13,p213
2411.84,0.0512,crops,13,p213
2417.28,0.0631,crops,13,p213
2422.72,0.0604,crops,13,p213
2428.16,0.0422,crops,13,p213
2433.6,0.0657,crops,13,p213
2439.04,0.0459,crops,13,p213
2444.48,0.0219,crops,13,p213
2449.92,0.0656,crops,13,p213
2455.36,0.0723,crops,13,p213
2460.8,0.0391,crops,13,p213
2466.24,0.033,crops,13,p213
2471.69,0.0573,crops,13,p213
2477.13,0.0164,crops,13,p213
2482.57,0.0131,crops,13,p213
2488.01,0.1987,crops,13,p213
2493.45,0.2372,crops,13,p213
2498.89,0.033,crops,13,p213
414.13,0.0181,crops,13,p613
417.32,0.0194,crops,13,p613
420.52,0.0192,crops,13,p613
423.72,0.0222,crops,13,p613
426.91,0.0213,crops,13,p613
430.11,0.0254,crops,13,p613
433.31,0.0195,crops,13,p613
436.5,0.0217,crops,13,p613
439.7,0.0247,crops,13,p613
442.9,0.0233,crops,13,p613
446.09,0.0224,crops,13,p613
449.29,0.0213,crops,13,p613
452.49,0.0221,crops,13,p613
455.68,0.022,crops,13,p613
458.88,0.0242,crops,13,p613
462.08,0.0251,crops,13,p613
465.27,0.0219,crops,13,p613
468.47,0.0237,crops,13,p613
471.67,0.0236,crops,13,p613
474.86,0.0245,crops,13,p613
478.06,0.0255,crops,13,p613
481.26,0.0261,crops,13,p613
484.45,0.0268,crops,13,p613
487.65,0.024,crops,13,p613
490.85,0.0264,crops,13,p613
494.04,0.0269,crops,13,p613
497.24,0.0287,crops,13,p613
500.43,0.0297,crops,13,p613
503.63,0.0291,crops,13,p613
506.83,0.0306,crops,13,p613
510.03,0.0324,crops,13,p613
513.22,0.0355,crops,13,p613
516.42,0.0389,crops,13,p613
519.61,0.038,crops,13,p613
522.81,0.04,crops,13,p613
526.01,0.0446,crops,13,p613
529.2,0.0458,crops,13,p613
532.4,0.0504,crops,13,p613
535.6,0.0514,crops,13,p613
538.79,0.056,crops,13,p613
541.99,0.0575,crops,13,p613
545.19,0.0572,crops,13,p613
548.38,0.0567,crops,13,p613
551.58,0.0592,crops,13,p613
554.78,0.06,crops,13,p613
557.97,0.0616,crops,13,p613
561.17,0.0584,crops,13,p613
564.37,0.059,crops,13,p613
567.56,0.0588,crops,13,p613
570.76,0.0568,crops,13,p613
573.96,0.0564,crops,13,p613
577.15,0.053,crops,13,p613
580.35,0.0518,crops,13,p613
583.55,0.0509,crops,13,p613
586.74,0.0526,crops,13,p613
589.94,0.0522,crops,13,p613
593.14,0.053,crops,13,p613
596.33,0.0524,crops,13,p613
599.53,0.0523,crops,13,p613
602.73,0.0532,crops,13,p613
605.92,0.0535,crops,13,p613
609.12,0.0509,crops,13,p613
612.32,0.0508,crops,13,p613
615.51,0.0506,crops,13,p613
618.71,0.049,crops,13,p613
621.91,0.0481,crops,13,p613
625.1,0.0503,crops,13,p613
628.3,0.0491,crops,13,p613
631.5,0.0474,crops,13,p613
634.69,0.0496,crops,13,p613
637.89,0.0495,crops,13,p613
641.09,0.0496,crops,13,p613
644.28,0.0497,crops,13,p613
647.48,0.0499,crops,13,p613
650.67,0.0474,crops,13,p613
653.87,0.0459,crops,13,p613
657.07,0.0464,crops,13,p613
660.27,0.0425,crops,13,p613
663.46,0.0435,crops,13,p613
666.66,0.0439,crops,13,p613
669.85,0.0434,crops,13,p613
673.05,0.0433,crops,13,p613
676.25,0.0432,crops,13,p613
679.45,0.0432,crops,13,p613
682.64,0.0428,crops,13,p613
685.84,0.0479,crops,13,p613
689.03,0.0576,crops,13,p613
692.23,0.0674,crops,13,p613
695.43,0.0771,crops,13,p613
698.62,0.0868,crops,13,p613
701.82,0.0965,crops,13,p613
705.02,0.1062,crops,13,p613
708.21,0.1159,crops,13,p613
711.41,0.1257,crops,13,p613
714.61,0.1354,crops,13,p613
717.8,0.1451,crops,13,p613
721.0,0.1548,crops,13,p613
724.2,0.1645,crops,13,p613
727.39,0.1742,crops,13,p613
730.59,0.184,crops,13,p613
733.79,0.1937,crops,13,p613
736.98,0.2034,crops,13,p613
740.18,0.2131,crops,13,p613
743.38,0.2219,crops,13,p613
746.57,0.2328,crops,13,p613
749.77,0.2401,crops,13,p613
752.97,0.2427,crops,13,p613
756.16,0.2453,crops,13,p613
759.36,0.2479,crops,13,p613
762.56,0.2505,crops,13,p613
765.75,0.2531,crops,13,p613
768.95,0.2557,crops,13,p613
772.15,0.2583,crops,13,p613
775.34,0.2638,crops,13,p613
778.54,0.2671,crops,13,p613
781.74,0.265,crops,13,p613
784.93,0.2651,crops,13,p613
788.13,0.271,crops,13,p613
791.33,0.2721,crops,13,p613
794.52,0.2732,crops,13,p613
797.72,0.2743,crops,13,p613
800.92,0.2754,crops,13,p613
804.11,0.2766,crops,13,p613
807.31,0.2777,crops,13,p613
810.51,0.2788,crops,13,p613
813.7,0.2799,crops,13,p613
816.9,0.281,crops,13,p613
820.1,0.2821,crops,13,p613
823.29,0.2832,crops,13,p613
826.49,0.2843,crops,13,p613
829.68,0.2854,crops,13,p613
832.88,0.2865,crops,13,p613
836.08,0.2877,crops,13,p613
839.28,0.2888,crops,13,p613
842.47,0.2899,crops,13,p613
845.67,0.2889,crops,13,p613
848.86,0.2955,crops,13,p613
852.06,0.2954,crops,13,p613
855.26,0.2957,crops,13,p613
858.46,0.2881,crops,13,p613
861.65,0.2905,crops,13,p613
864.85,0.3064,crops,13,p613
868.04,0.3025,crops,13,p613
871.24,0.283,crops,13,p613
874.44,0.296,crops,13,p613
877.63,0.2981,crops,13,p613
880.83,0.3049,crops,13,p613
884.03,0.2951,crops,13,p613
887.22,0.308,crops,13,p613
890.42,0.3054,crops,13,p613
893.62,0.3138,crops,13,p613
896.81,0.314,crops,13,p613
900.01,0.3149,crops,13,p613
903.21,0.3158,crops,13,p613
906.4,0.3165,crops,13,p613
909.6,0.3173,crops,13,p613
912.8,0.3181,crops,13,p613
915.99,0.3188,crops,13,p613
919.19,0.3194,crops,13,p613
922.39,0.3199,crops,13,p613
925.58,0.3205,crops,13,p613
928.78,0.3211,crops,13,p613
931.98,0.3216,crops,13,p613
935.17,0.3215,crops,13,p613
938.37,0.3214,crops,13,p613
941.57,0.3214,crops,13,p613
944.76,0.3218,crops,13,p613
947.96,0.322,crops,13,p613
951.16,0.3222,crops,13,p613
954.35,0.3223,crops,13,p613
957.55,0.3226,crops,13,p613
960.75,0.323,crops,13,p613
963.94,0.3233,crops,13,p613
967.14,0.3235,crops,13,p613
970.1,0.3237,crops,13,p613
975.54,0.3241,crops,13,p613
980.98,0.3249,crops,13,p613
986.42,0.326,crops,13,p613
991.86,0.327,crops,13,p613
997.3,0.3282,crops,13,p613
1002.74,0.3327,crops,13,p613
1008.18,0.3365,crops,13,p613
1013.62,0.3446,crops,13,p613
1019.06,0.3561,crops,13,p613
1024.5,0.3542,crops,13,p613
1029.95,0.3537,crops,13,p613
1035.39,0.3508,crops,13,p613
1040.83,0.3467,crops,13,p613
1046.27,0.3525,crops,13,p613
1051.71,0.3596,crops,13,p613
1057.15,0.369,crops,13,p613
1062.59,0.3727,crops,13,p613
1068.03,0.3738,crops,13,p613
1073.47,0.3629,crops,13,p613
1078.91,0.3616,crops,13,p613
1084.35,0.3598,crops,13,p613
1089.79,0.3551,crops,13,p613
1095.23,0.3516,crops,13,p613
1100.67,0.3486,crops,13,p613
1106.11,0.3452,crops,13,p613
1111.55,0.3419,crops,13,p613
1116.99,0.3381,crops,13,p613
1122.43,0.3334,crops,13,p613
1127.87,0.3278,crops,13,p613
1133.32,0.3213,crops,13,p613
1138.76,0.3134,crops,13,p613
1144.2,0.3055,crops,13,p613
1149.64,0.2983,crops,13,p613
1155.08,0.2915,crops,13,p613
1160.52,0.2851,crops,13,p613
1165.96,0.28,crops,13,p613
1171.4,0.2756,crops,13,p613
1176.84,0.2714,crops,13,p613
1182.28,0.2685,crops,13,p613
1187.72,0.2764,crops,13,p613
1193.16,0.2842,crops,13,p613
1198.6,0.3034,crops,13,p613
1204.04,0.2912,crops,13,p613
1209.48,0.2995,crops,13,p613
1214.92,0.297,crops,13,p613
1220.36,0.3057,crops,13,p613
1225.8,0.3109,crops,13,p613
1231.24,0.3138,crops,13,p613
1236.69,0.3215,crops,13,p613
1242.13,0.3265,crops,13,p613
1247.57,0.3297,crops,13,p613
1253.01,0.3353,crops,13,p613
1258.45,0.3437,crops,13,p613
1263.89,0.3472,crops,13,p613
1269.33,0.3315,crops,13,p613
1274.77,0.3196,crops,13,p613
1280.21,0.3315,crops,13,p613
1285.65,0.3302,crops,13,p613
1291.09,0.3333,crops,13,p613
1296.53,0.3347,crops,13,p613
1301.97,0.3337,crops,13,p613
1307.41,0.3253,crops,13,p613
1312.85,0.3248,crops,13,p613
1318.29,0.2998,crops,13,p613
1323.73,0.2993,crops,13,p613
1329.17,0.3481,crops,13,p613
1334.61,0.3289,crops,13,p613
1340.06,0.3177,crops,13,p613
1345.5,0.3067,crops,13,p613
1350.94,0.2926,crops,13,p613
1356.38,0.2785,crops,13,p613
1361.82,0.2646,crops,13,p613
1367.26,0.2511,crops,13,p613
1372.7,0.2379,crops,13,p613
1378.14,0.2218,crops,13,p613
1383.58,0.2039,crops,13,p613
1389.02,0.1868,crops,13,p613
1394.46,0.1703,crops,13,p613
1399.9,0.1547,crops,13,p613
1405.34,0.1419,crops,13,p613
1410.78,0.1302,crops,13,p613
1416.22,0.119,crops,13,p613
1421.66,0.1111,crops,13,p613
1427.1,0.104,crops,13,p613
1432.54,0.0975,crops,13,p613
1437.98,0.0924,crops,13,p613
1443.43,0.0872,crops,13,p613
1448.87,0.0841,crops,13,p613
1454.31,0.0815,crops,13,p613
1459.75,0.0787,crops,13,p613
1465.19,0.0769,crops,13,p613
1470.63,0.0745,crops,13,p613
1476.07,0.0709,crops,13,p613
1481.51,0.0663,crops,13,p613
1486.95,0.0695,crops,13,p613
1492.39,0.0727,crops,13,p613
1497.83,0.0813,crops,13,p613
1503.27,0.0953,crops,13,p613
1508.71,0.094,crops,13,p613
1514.15,0.1092,crops,13,p613
1519.59,0.1142,crops,13,p613
1525.03,0.1234,crops,13,p613
1530.47,0.1276,crops,13,p613
1535.91,0.137,crops,13,p613
1541.35,0.144,crops,13,p613
1546.8,0.1486,crops,13,p613
1552.24,0.1537,crops,13,p613
1557.68,0.1599,crops,13,p613
1563.12,0.1608,crops,13,p613
1568.56,0.1721,crops,13,p613
1574.0,0.1701,crops,13,p613
1579.44,0.1692,crops,13,p613
1584.88,0.173,crops,13,p613
1590.32,0.1782,crops,13,p613
1595.76,0.1791,crops,13,p613
1601.2,0.1885,crops,13,p613
1606.64,0.191,crops,13,p613
1612.08,0.1963,crops,13,p613
1617.52,0.1918,crops,13,p613
1622.96,0.1973,crops,13,p613
1628.4,0.2023,crops,13,p613
1633.84,0.2039,crops,13,p613
1639.28,0.2082,crops,13,p613
1644.72,0.2046,crops,13,p613
1650.17,0.2082,crops,13,p613
1655.61,0.2093,crops,13,p613
1661.05,0.2104,crops,13,p613
1666.49,0.2106,crops,13,p613
1671.93,0.2114,crops,13,p613
1677.37,0.2136,crops,13,p613
1682.81,0.2126,crops,13,p613
1688.25,0.2097,crops,13,p613
1693.69,0.2097,crops,13,p613
1699.13,0.2063,crops,13,p613
1704.57,0.2064,crops,13,p613
1710.01,0.2024,crops,13,p613
1715.45,0.2017,crops,13,p613
1720.89,0.1996,crops,13,p613
1726.33,0.1939,crops,13,p613
1731.77,0.1927,crops,13,p613
1737.21,0.1951,crops,13,p613
1742.65,0.1873,crops,13,p613
1748.09,0.185,crops,13,p613
1753.54,0.1857,crops,13,p613
1758.98,0.1779,crops,13,p613
1764.42,0.1772,crops,13,p613
1769.86,0.1587,crops,13,p613
1775.3,0.1632,crops,13,p613
1780.74,0.1519,crops,13,p613
1786.18,0.1487,crops,13,p613
1791.62,0.1452,crops,13,p613
1797.06,0.141,crops,13,p613
1802.5,0.1351,crops,13,p613
1807.94,0.1111,crops,13,p613
1813.38,0.0879,crops,13,p613
1818.82,0.0656,crops,13,p613
1824.26,0.0441,crops,13,p613
1829.7,0.0399,crops,13,p613
1835.14,0.0383,crops,13,p613
1840.58,0.0368,crops,13,p613
1846.02,0.0353,crops,13,p613
1851.46,0.034,crops,13,p613
1856.91,0.0331,crops,13,p613
1862.35,0.0321,crops,13,p613
1867.79,0.0312,crops,13,p613
1873.23,0.0303,crops,13,p613
1878.67,0.0294,crops,13,p613
1884.11,0.0284,crops,13,p613
1889.55,0.0275,crops,13,p613
1894.99,0.0265,crops,13,p613
1900.43,0.0256,crops,13,p613
1905.87,0.025,crops,13,p613
1911.31,0.0244,crops,13,p613
1916.75,0.0238,crops,13,p613
1922.19,0.0234,crops,13,p613
1927.63,0.023,crops,13,p613
1933.07,0.0227,crops,13,p613
1938.51,0.0223,crops,13,p613
1943.95,0.0219,crops,13,p613
1949.39,0.0216,crops,13,p613
1954.83,0.0232,crops,13,p613
1960.28,0.0246,crops,13,p613
1965.72,0.0259,crops,13,p613
1971.16,0.0256,crops,13,p613
1976.6,0.025,crops,13,p613
1982.04,0.0248,crops,13,p613
1987.48,0.0376,crops,13,p613
1992.92,0.0504,crops,13,p613
1998.36,0.0445,crops,13,p613
2003.8,0.063,crops,13,p613
2009.24,0.0593,crops,13,p613
2014.68,0.0756,crops,13,p613
2020.12,0.073,crops,13,p613
2025.56,0.0721,crops,13,p613
2031.0,0.0708,crops,13,p613
2036.44,0.0693,crops,13,p613
2041.88,0.0702,crops,13,p613
2047.32,0.0663,crops,13,p613
2052.76,0.0718,crops,13,p613
2058.2,0.0725,crops,13,p613
2063.65,0.0762,crops,13,p613
2069.09,0.0781,crops,13,p613
2074.53,0.0817,crops,13,p613
2079.97,0.0783,crops,13,p613
2085.41,0.0802,crops,13,p613
2090.85,0.0814,crops,13,p613
2096.29,0.0815,crops,13,p613
2101.73,0.0876,crops,13,p613
2107.17,0.0851,crops,13,p613
2112.61,0.0864,crops,13,p613
2118.05,0.0879,crops,13,p613
2123.49,0.091,crops,13,p613
2128.93,0.0947,crops,13,p613
2134.37,0.093,crops,13,p613
2139.81,0.0941,crops,13,p613
2145.25,0.0935,crops,13,p613
2150.69,0.0964,crops,13,p613
2156.13,0.0976,crops,13,p613
2161.57,0.099,crops,13,p613
2167.02,0.1031,crops,13,p613
2172.46,0.1009,crops,13,p613
2177.9,0.1012,crops,13,p613
2183.34,0.0995,crops,13,p613
2188.78,0.1044,crops,13,p613
2194.22,0.0996,crops,13,p613
2199.66,0.1047,crops,13,p613
2205.1,0.109,crops,13,p613
2210.54,0.1074,crops,13,p613
2215.98,0.1072,crops,13,p613
2221.42,0.1067,crops,13,p613
2226.86,0.1065,crops,13,p613
2232.3,0.1066,crops,13,p613
2237.74,0.1016,crops,13,p613
2243.18,0.0987,crops,13,p613
2248.62,0.0964,crops,13,p613
2254.06,0.0922,crops,13,p613
2259.5,0.0881,crops,13,p613
2264.94,0.0873,crops,13,p613
2270.39,0.0863,crops,13,p613
2275.83,0.0846,crops,13,p613
2281.27,0.0853,crops,13,p613
2286.71,0.0836,crops,13,p613
2292.15,0.0809,crops,13,p613
2297.59,0.0802,crops,13,p613
2303.03,0.082,crops,13,p613
2308.47,0.0792,crops,13,p613
2313.91,0.0692,crops,13,p613
2319.35,0.0753,crops,13,p613
2324.79,0.0775,crops,13,p613
2330.23,0.0656,crops,13,p613
2335.67,0.0674,crops,13,p613
2341.11,0.0637,crops,13,p613
2346.55,0.0584,crops,13,p613
2351.99,0.0676,crops,13,p613
2357.43,0.0664,crops,13,p613
2362.87,0.054,crops,13,p613
2368.32,0.0534,crops,13,p613
2373.76,0.0625,crops,13,p613
2379.2,0.0534,crops,13,p613
2384.64,0.0664,crops,13,p613
2390.08,0.058,crops,13,p613
2395.52,0.0525,crops,13,p613
2400.96,0.0512,crops,13,p613
2406.4,0.0506,crops,13,p613
2411.84,0.0362,crops,13,p613
2417.28,0.0625,crops,13,p613
2422.72,0.0491,crops,13,p613
2428.16,0.043,crops,13,p613
2433.6,0.0504,crops,13,p613
2439.04,0.04,crops,13,p613
2444.48,0.0217,crops,13,p613
2449.92,0.0182,crops,13,p613
2455.36,0.0484,crops,13,p613
2460.8,0.0348,crops,13,p613
2466.24,0.0156,crops,13,p613
2471.69,0.0444,crops,13,p613
2477.13,0.0017,crops,13,p613
2482.57,0.0715,crops,13,p613
2488.01,0.2239,crops,13,p613
2493.45,0.0974,crops,13,p613
2498.89,0.1673,crops,13,p613
414.13,0.0174,forest,13,p313
417.32,0.0162,forest,13,p313
420.52,0.0139,forest,13,p313
423.72,0.016,forest,13,p313
426.91,0.0137,forest,13,p313
430.11,0.0191,forest,13,p313
433.31,0.0139,forest,13,p313
436.5,0.0136,forest,13,p313
439.7,0.015,forest,13,p313
442.9,0.0138,forest,13,p313
446.09,0.0155,forest,13,p313
449.29,0.014,forest,13,p313
452.49,0.0132,forest,13,p313
455.68,0.0157,forest,13,p313
458.88,0.0165,forest,13,p313
462.08,0.0141,forest,13,p313
465.27,0.0145,forest,13,p313
468.47,0.0138,forest,13,p313
471.67,0.0138,forest,13,p313
474.86,0.0143,forest,13,p313
478.06,0.0152,forest,13,p313
481.26,0.0153,forest,13,p313
484.45,0.0144,forest,13,p313
487.65,0.0154,forest,13,p313
490.85,0.0142,forest,13,p313
494.04,0.0144,forest,13,p313
497.24,0.0145,forest,13,p313
500.43,0.0151,forest,13,p313
503.63,0.0154,forest,13,p313
506.83,0.0153,forest,13,p313
510.03,0.0165,forest,13,p313
513.22,0.0182,forest,13,p313
516.42,0.0194,forest,13,p313
519.61,0.018,forest,13,p313
522.81,0.018,forest,13,p313
526.01,0.0207,forest,13,p313
529.2,0.0207,forest,13,p313
532.4,0.0223,forest,13,p313
535.6,0.023,forest,13,p313
538.79,0.0247,forest,13,p313
541.99,0.0261,forest,13,p313
545.19,0.0255,forest,13,p313
548.38,0.0257,forest,13,p313
551.58,0.0246,forest,13,p313
554.78,0.0261,forest,13,p313
557.97,0.0267,forest,13,p313
561.17,0.0256,forest,13,p313
564.37,0.0252,forest,13,p313
567.56,0.0247,forest,13,p313
570.76,0.0231,forest,13,p313
573.96,0.0234,forest,13,p313
577.15,0.0222,forest,13,p313
580.35,0.0208,forest,13,p313
583.55,0.0205,forest,13,p313
586.74,0.022,forest,13,p313
589.94,0.0222,forest,13,p313
593.14,0.02,forest,13,p313
596.33,0.02,forest,13,p313
599.53,0.0193,forest,13,p313
602.73,0.0208,forest,13,p313
605.92,0.0207,forest,13,p313
609.12,0.0203,forest,13,p313
612.32,0.0192,forest,13,p313
615.51,0.0201,forest,13,p313
618.71,0.0186,forest,13,p313
621.91,0.0189,forest,13,p313
625.1,0.0199,forest,13,p313
628.3,0.0185,forest,13,p313
631.5,0.0196,forest,13,p313
634.69,0.0202,forest,13,p313
637.89,0.0189,forest,13,p313
641.09,0.02,forest,13,p313
644.28,0.019,forest,13,p313
647.48,0.0196,forest,13,p313
650.67,0.0181,forest,13,p313
653.87,0.0181,forest,13,p313
657.07,0.0186,forest,13,p313
660.27,0.0165,forest,13,p313
663.46,0.0166,forest,13,p313
666.66,0.0171,forest,13,p313
669.85,0.0157,forest,13,p313
673.05,0.0166,forest,13,p313
676.25,0.0162,forest,13,p313
679.45,0.0166,forest,13,p313
682.64,0.0172,forest,13,p313
685.84,0.0188,forest,13,p313
689.03,0.0264,forest,13,p313
692.23,0.0341,forest,13,p313
695.43,0.0418,forest,13,p313
698.62,0.0495,forest,13,p313
701.82,0.0571,forest,13,p313
705.02,0.0648,forest,13,p313
708.21,0.0725,forest,13,p313
711.41,0.0801,forest,13,p313
714.61,0.0878,forest,13,p313
717.8,0.0955,forest,13,p313
721.0,0.1032,forest,13,p313
724.2,0.1108,forest,13,p313
727.39,0.1185,forest,13,p313
730.59,0.1262,forest,13,p313
733.79,0.1338,forest,13,p313
736.98,0.1415,forest,13,p313
740.18,0.1492,forest,13,p313
743.38,0.1571,forest,13,p313
746.57,0.1687,forest,13,p313
749.77,0.1752,forest,13,p313
752.97,0.1781,forest,13,p313
756.16,0.1809,forest,13,p313
759.36,0.1837,forest,13,p313
762.56,0.1865,forest,13,p313
765.75,0.1893,forest,13,p313
768.95,0.1921,forest,13,p313
772.15,0.1949,forest,13,p313
775.34,0.2,forest,13,p313
778.54,0.2021,forest,13,p313
781.74,0.1997,forest,13,p313
784.93,0.2068,forest,13,p313
788.13,0.2073,forest,13,p313
791.33,0.2087,forest,13,p313
794.52,0.2101,forest,13,p313
797.72,0.2115,forest,13,p313
800.92,0.2129,forest,13,p313
804.11,0.2143,forest,13,p313
807.31,0.2157,forest,13,p313
810.51,0.2171,forest,13,p313
813.7,0.2185,forest,13,p313
816.9,0.2199,forest,13,p313
820.1,0.2214,forest,13,p313
823.29,0.2228,forest,13,p313
826.49,0.2242,forest,13,p313
829.68,0.2256,forest,13,p313
832.88,0.227,forest,13,p313
836.08,0.2284,forest,13,p313
839.28,0.2298,forest,13,p313
842.47,0.2312,forest,13,p313
845.67,0.2281,forest,13,p313
848.86,0.2324,forest,13,p313
852.06,0.2332,forest,13,p313
855.26,0.2326,forest,13,p313
858.46,0.2229,forest,13,p313
861.65,0.2309,forest,13,p313
864.85,0.243,forest,13,p313
868.04,0.2401,forest,13,p313
871.24,0.2369,forest,13,p313
874.44,0.2314,forest,13,p313
877.63,0.2362,forest,13,p313
880.83,0.2429,forest,13,p313
884.03,0.2356,forest,13,p313
887.22,0.2433,forest,13,p313
890.42,0.2399,forest,13,p313
893.62,0.2394,forest,13,p313
896.81,0.2398,forest,13,p313
900.01,0.2412,forest,13,p313
903.21,0.2428,forest,13,p313
906.4,0.244,forest,13,p313
909.6,0.2454,forest,13,p313
912.8,0.2468,forest,13,p313
915.99,0.248,forest,13,p313
919.19,0.2489,forest,13,p313
922.39,0.2496,forest,13,p313
925.58,0.2506,forest,13,p313
928.78,0.2515,forest,13,p313
931.98,0.2524,forest,13,p313
935.17,0.2524,forest,13,p313
938.37,0.2526,forest,13,p313
941.57,0.2529,forest,13,p313
944.76,0.2537,forest,13,p313
947.96,0.254,forest,13,p313
951.16,0.2541,forest,13,p313
954.35,0.2544,forest,13,p313
957.55,0.255,forest,13,p313
960.75,0.2558,forest,13,p313
963.94,0.2566,forest,13,p313
967.14,0.2574,forest,13,p313
970.1,0.2582,forest,13,p313
975.54,0.2592,forest,13,p313
980.98,0.2611,forest,13,p313
986.42,0.2637,forest,13,p313
991.86,0.2662,forest,13,p313
997.3,0.2682,forest,13,p313
1002.74,0.273,forest,13,p313
1008.18,0.2768,forest,13,p313
1013.62,0.2872,forest,13,p313
1019.06,0.2927,forest,13,p313
1024.5,0.2911,forest,13,p313
1029.95,0.2916,forest,13,p313
1035.39,0.2909,forest,13,p313
1040.83,0.294,forest,13,p313
1046.27,0.3004,forest,13,p313
1051.71,0.3067,forest,13,p313
1057.15,0.3146,forest,13,p313
1062.59,0.3159,forest,13,p313
1068.03,0.3178,forest,13,p313
1073.47,0.31,forest,13,p313
1078.91,0.3111,forest,13,p313
1084.35,0.3114,forest,13,p313
1089.79,0.3046,forest,13,p313
1095.23,0.3009,forest,13,p313
1100.67,0.2982,forest,13,p313
1106.11,0.2948,forest,13,p313
1111.55,0.2913,forest,13,p313
1116.99,0.2869,forest,13,p313
1122.43,0.2819,forest,13,p313
1127.87,0.2766,forest,13,p313
1133.32,0.2701,forest,13,p313
1138.76,0.2609,forest,13,p313
1144.2,0.2515,forest,13,p313
1149.64,0.2433,forest,13,p313
1155.08,0.2368,forest,13,p313
1160.52,0.2309,forest,13,p313
1165.96,0.2258,forest,13,p313
1171.4,0.2217,forest,13,p313
1176.84,0.2179,forest,13,p313
1182.28,0.2149,forest,13,p313
1187.72,0.2187,forest,13,p313
1193.16,0.2224,forest,13,p313
1198.6,0.2354,forest,13,p313
1204.04,0.2262,forest,13,p313
1209.48,0.234,forest,13,p313
1214.92,0.2328,forest,13,p313
1220.36,0.2404,forest,13,p313
1225.8,0.2502,forest,13,p313
1231.24,0.2507,forest,13,p313
1236.69,0.26,forest,13,p313
1242.13,0.2649,forest,13,p313
1247.57,0.2693,forest,13,p313
1253.01,0.276,forest,13,p313
1258.45,0.2829,forest,13,p313
1263.89,0.2887,forest,13,p313
1269.33,0.2809,forest,13,p313
1274.77,0.2678,forest,13,p313
1280.21,0.2769,forest,13,p313
1285.65,0.2736,forest,13,p313
1291.09,0.2772,forest,13,p313
1296.53,0.2766,forest,13,p313
1301.97,0.2765,forest,13,p313
1307.41,0.2651,forest,13,p313
1312.85,0.2607,forest,13,p313
1318.29,0.2413,forest,13,p313
1323.73,0.2365,forest,13,p313
1329.17,0.2672,forest,13,p313
1334.61,0.2532,forest,13,p313
1340.06,0.2434,forest,13,p313
1345.5,0.2338,forest,13,p313
1350.94,0.2211,forest,13,p313
1356.38,0.2085,forest,13,p313
1361.82,0.1966,forest,13,p313
1367.26,0.186,forest,13,p313
1372.7,0.1757,forest,13,p313
1378.14,0.1624,forest,13,p313
1383.58,0.1474,forest,13,p313
1389.02,0.1331,forest,13,p313
1394.46,0.1195,forest,13,p313
1399.9,0.1065,forest,13,p313
1405.34,0.0963,forest,13,p313
1410.78,0.0872,forest,13,p313
1416.22,0.0784,forest,13,p313
1421.66,0.0724,forest,13,p313
1427.1,0.067,forest,13,p313
1432.54,0.0623,forest,13,p313
1437.98,0.059,forest,13,p313
1443.43,0.0557,forest,13,p313
1448.87,0.0536,forest,13,p313
1454.31,0.0517,forest,13,p313
1459.75,0.0497,forest,13,p313
1465.19,0.0485,forest,13,p313
1470.63,0.0469,forest,13,p313
1476.07,0.0447,forest,13,p313
1481.51,0.0418,forest,13,p313
1486.95,0.0434,forest,13,p313
1492.39,0.0449,forest,13,p313
1497.83,0.0479,forest,13,p313
1503.27,0.0556,forest,13,p313
1508.71,0.0573,forest,13,p313
1514.15,0.0649,forest,13,p313
1519.59,0.0676,forest,13,p313
1525.03,0.0739,forest,13,p313
1530.47,0.0764,forest,13,p313
1535.91,0.0805,forest,13,p313
1541.35,0.0848,forest,13,p313
1546.8,0.0879,forest,13,p313
1552.24,0.0917,forest,13,p313
1557.68,0.0944,forest,13,p313
1563.12,0.0954,forest,13,p313
1568.56,0.1031,forest,13,p313
1574.0,0.1011,forest,13,p313
1579.44,0.1018,forest,13,p313
1584.88,0.1042,forest,13,p313
1590.32,0.1063,forest,13,p313
1595.76,0.1089,forest,13,p313
1601.2,0.1147,forest,13,p313
1606.64,0.1149,forest,13,p313
