wavelength_nm,value
414.13,0.0147
417.32,0.0161
420.52,0.0155
423.72,0.0157
426.91,0.0158
430.11,0.0159
433.31,0.0172
436.5,0.0154
439.7,0.018
442.9,0.0159
446.09,0.0147
449.29,0.0156
452.49,0.0174
455.68,0.015
458.88,0.0157
462.08,0.0156
465.27,0.0157
468.47,0.0149
471.67,0.0162
474.86,0.0157
478.06,0.0165
481.26,0.0171
484.45,0.0183
487.65,0.0179
490.85,0.0164
494.04,0.0159
497.24,0.018
500.43,0.0193
503.63,0.0172
506.83,0.0189
510.03,0.0193
513.22,0.0192
516.42,0.0218
519.61,0.0191
522.81,0.0205
526.01,0.0222
529.2,0.02
532.4,0.0234
535.6,0.0235
538.79,0.0258
541.99,0.0233
545.19,0.0238
548.38,0.0249
551.58,0.0256
554.78,0.0247
557.97,0.0263
561.17,0.0266
564.37,0.025
567.56,0.026
570.76,0.0278
573.96,0.0278
577.15,0.0259
580.35,0.0274
583.55,0.027
586.74,0.0276
589.94,0.0262
593.14,0.026
596.33,0.0262
599.53,0.0252
602.73,0.0248
605.92,0.0244
609.12,0.0232
612.32,0.0235
615.51,0.023
618.71,0.0224
621.91,0.0231
625.1,0.0241
628.3,0.0223
631.5,0.0218
634.69,0.0231
637.89,0.0224
641.09,0.0223
644.28,0.0235
647.48,0.0245
650.67,0.0221
653.87,0.0218
657.07,0.0216
660.27,0.0187
663.46,0.019
666.66,0.0181
669.85,0.0191
673.05,0.0191
676.25,0.0181
679.45,0.0195
682.64,0.0191
685.84,0.022
689.03,0.0219
692.23,0.0218
695.43,0.0218
698.62,0.0217
701.82,0.0216
705.02,0.0215
708.21,0.0214
711.41,0.0213
714.61,0.0212
717.8,0.0211
721.0,0.0211
724.2,0.021
727.39,0.0209
730.59,0.0208
733.79,0.0207
736.98,0.0206
740.18,0.0205
743.38,0.0208
746.57,0.0217
749.77,0.023
752.97,0.023
756.16,0.0229
759.36,0.0229
762.56,0.0228
765.75,0.0228
768.95,0.0227
772.15,0.0227
775.34,0.0235
778.54,0.0232
