wavelength_nm,value
414.13,0.0308
417.32,0.0353
420.52,0.0346
423.72,0.0361
426.91,0.0388
430.11,0.037
433.31,0.0363
436.5,0.0364
439.7,0.0399
442.9,0.0381
446.09,0.0404
449.29,0.0374
452.49,0.0413
455.68,0.038
458.88,0.0448
462.08,0.0458
465.27,0.0463
468.47,0.0423
471.67,0.0435
474.86,0.0442
478.06,0.0485
481.26,0.0479
484.45,0.0493
487.65,0.0476
490.85,0.0483
494.04,0.049
497.24,0.0512
500.43,0.0545
503.63,0.0517
506.83,0.0533
510.03,0.0568
513.22,0.0574
516.42,0.0631
519.61,0.0594
522.81,0.0622
526.01,0.0659
529.2,0.0658
532.4,0.0693
535.6,0.0704
538.79,0.074
541.99,0.0745
545.19,0.0744
548.38,0.077
551.58,0.0776
554.78,0.0776
557.97,0.081
561.17,0.0796
564.37,0.0783
567.56,0.0807
570.76,0.0797
573.96,0.0779
577.15,0.0783
580.35,0.0781
583.55,0.0781
586.74,0.0804
589.94,0.0806
593.14,0.079
596.33,0.08
599.53,0.081
602.73,0.0813
605.92,0.0807
609.12,0.0815
612.32,0.0845
615.51,0.0832
618.71,0.082
621.91,0.0834
625.1,0.0859
628.3,0.086
631.5,0.0847
634.69,0.0857
637.89,0.0853
641.09,0.0869
644.28,0.0895
647.48,0.0909
650.67,0.0886
653.87,0.0865
657.07,0.0884
660.27,0.0852
663.46,0.0884
666.66,0.0896
669.85,0.0896
673.05,0.0884
676.25,0.0895
679.45,0.0887
682.64,0.0896
685.84,0.1011
689.03,0.1054
692.23,0.1096
695.43,0.1139
698.62,0.1182
701.82,0.1225
705.02,0.1268
708.21,0.1311
711.41,0.1354
714.61,0.1397
717.8,0.144
721.0,0.1483
724.2,0.1526
727.39,0.1569
730.59,0.1611
733.79,0.1654
736.98,0.1697
740.18,0.174
743.38,0.1781
746.57,0.1848
749.77,0.1846
752.97,0.1865
756.16,0.1884
759.36,0.1903
762.56,0.1923
765.75,0.1942
768.95,0.1961
772.15,0.198
775.34,0.1984
778.54,0.2002
781.74,0.2019
784.93,0.2054
788.13,0.201
791.33,0.2021
794.52,0.2032
797.72,0.2043
800.92,0.2055
804.11,0.2066
807.31,0.2077
810.51,0.2088
813.7,0.2099
816.9,0.211
820.1,0.2121
823.29,0.2132
826.49,0.2143
829.68,0.2154
832.88,0.2165
836.08,0.2176
839.28,0.2187
842.47,0.2198
845.67,0.2229
848.86,0.2297
852.06,0.2181
855.26,0.2131
858.46,0.2181
861.65,0.2268
864.85,0.2327
868.04,0.2267
871.24,0.2251
874.44,0.2259
877.63,0.2248
880.83,0.2281
884.03,0.2248
887.22,0.2333
890.42,0.2359
893.62,0.2381
896.81,0.238
900.01,0.2374
903.21,0.2367
906.4,0.2361
909.6,0.2355
912.8,0.2348
915.99,0.2343
919.19,0.2337
922.39,0.2333
925.58,0.2328
928.78,0.2322
931.98,0.2317
935.17,0.2312
938.37,0.2307
941.57,0.2302
944.76,0.2296
947.96,0.2292
951.16,0.2288
954.35,0.2284
957.55,0.2279
960.75,0.2272
963.94,0.2266
967.14,0.226
970.1,0.2253
975.54,0.2246
980.98,0.2235
986.42,0.2222
991.86,0.2209
997.3,0.2198
1002.74,0.2193
1008.18,0.2182
1013.62,0.2214
1019.06,0.2287
1024.5,0.2277
