wavelength_nm,value
414.13,0.0164
417.32,0.0152
420.52,0.0155
423.72,0.0168
426.91,0.0171
430.11,0.0197
433.31,0.0169
436.5,0.0169
439.7,0.0184
442.9,0.0189
446.09,0.0164
449.29,0.0165
452.49,0.02
455.68,0.0189
458.88,0.0198
462.08,0.018
465.27,0.0199
468.47,0.0178
471.67,0.0184
474.86,0.0192
478.06,0.0215
481.26,0.0211
484.45,0.0206
487.65,0.0215
490.85,0.0215
494.04,0.0203
497.24,0.0223
500.43,0.0235
503.63,0.024
506.83,0.0247
510.03,0.0262
513.22,0.0277
516.42,0.0305
519.61,0.0308
522.81,0.0319
526.01,0.0351
529.2,0.0378
532.4,0.042
535.6,0.0425
538.79,0.0452
541.99,0.046
545.19,0.048
548.38,0.0451
551.58,0.046
554.78,0.0472
557.97,0.0484
561.17,0.0477
564.37,0.0439
567.56,0.0448
570.76,0.0437
573.96,0.0422
577.15,0.0402
580.35,0.0395
583.55,0.0382
586.74,0.039
589.94,0.0387
593.14,0.0378
596.33,0.0371
599.53,0.0373
602.73,0.0378
605.92,0.0382
609.12,0.0373
612.32,0.0367
615.51,0.0352
618.71,0.0343
621.91,0.0356
625.1,0.0356
628.3,0.0353
631.5,0.0365
634.69,0.0364
637.89,0.0343
641.09,0.0362
644.28,0.0346
647.48,0.0369
650.67,0.0348
653.87,0.0338
657.07,0.0341
660.27,0.0317
663.46,0.0326
666.66,0.0331
669.85,0.0321
673.05,0.0332
676.25,0.0328
679.45,0.0339
682.64,0.0342
685.84,0.0369
689.03,0.046
692.23,0.0551
695.43,0.0642
698.62,0.0733
701.82,0.0824
705.02,0.0915
708.21,0.1007
711.41,0.1098
714.61,0.1189
717.8,0.128
721.0,0.1371
724.2,0.1462
727.39,0.1553
730.59,0.1645
733.79,0.1736
736.98,0.1827
740.18,0.1918
743.38,0.206
746.57,0.2129
749.77,0.216
752.97,0.2178
756.16,0.2195
759.36,0.2213
762.56,0.223
765.75,0.2248
768.95,0.2265
772.15,0.2283
775.34,0.2321
778.54,0.2362
781.74,0.2386
784.93,0.2362
788.13,0.2386
791.33,0.2395
794.52,0.2404
797.72,0.2413
800.92,0.2422
804.11,0.2431
807.31,0.2439
810.51,0.2448
813.7,0.2457
816.9,0.2466
820.1,0.2475
823.29,0.2483
826.49,0.2492
829.68,0.2501
832.88,0.251
836.08,0.2519
839.28,0.2528
842.47,0.2536
845.67,0.2488
848.86,0.2622
852.06,0.2583
855.26,0.2587
858.46,0.2475
861.65,0.2526
864.85,0.2673
868.04,0.2638
871.24,0.2547
874.44,0.2628
877.63,0.2605
880.83,0.26
884.03,0.2577
887.22,0.262
890.42,0.2608
893.62,0.2638
896.81,0.2639
900.01,0.265
903.21,0.2661
906.4,0.2671
909.6,0.2681
912.8,0.2692
915.99,0.2702
919.19,0.2712
922.39,0.2721
925.58,0.273
928.78,0.2739
931.98,0.2748
935.17,0.2752
938.37,0.2756
941.57,0.276
944.76,0.2767
947.96,0.2774
951.16,0.278
954.35,0.2786
957.55,0.2793
960.75,0.28
963.94,0.2806
967.14,0.2812
970.1,0.2817
975.54,0.2823
980.98,0.2836
986.42,0.2849
991.86,0.2864
997.3,0.288
1002.74,0.2928
1008.18,0.3063
1013.62,0.3091
1019.06,0.3088
1024.5,0.3116
1029.95,0.3089
1035.39,0.3091
1040.83,0.3111
1046.27,0.3181
1051.71,0.3199
1057.15,0.3221
1062.59,0.3239
1068.03,0.3229
1073.47,0.3163
1078.91,0.3109
1084.35,0.3103
1089.79,0.3081
1095.23,0.3065
1100.67,0.3053
1106.11,0.3038
1111.55,0.3023
1116.99,0.3006
1122.43,0.2979
1127.87,0.2942
1133.32,0.2897
1138.76,0.2842
1144.2,0.2788
1149.64,0.2737
1155.08,0.2687
1160.52,0.2641
1165.96,0.2608
1171.4,0.258
1176.84,0.2554
1182.28,0.2543
1187.72,0.2651
1193.16,0.276
1198.6,0.2773
1204.04,0.2832
1209.48,0.2898
1214.92,0.2945
1220.36,0.2956
1225.8,0.3025
1231.24,0.306
1236.69,0.3053
1242.13,0.3053
1247.57,0.3056
1253.01,0.3062
1258.45,0.3007
1263.89,0.3049
1269.33,0.3235
1274.77,0.3133
1280.21,0.3109
1285.65,0.307
1291.09,0.3003
1296.53,0.2935
1301.97,0.2867
1307.41,0.2769
1312.85,0.2703
1318.29,0.2588
1323.73,0.2419
1329.17,0.2244
1334.61,0.2135
1340.06,0.2083
1345.5,0.2031
1350.94,0.196
1356.38,0.1888
1361.82,0.1816
1367.26,0.1743
1372.7,0.1672
1378.14,0.158
1383.58,0.1476
1389.02,0.1375
1394.46,0.1276
1399.9,0.1181
1405.34,0.1105
1410.78,0.1035
1416.22,0.0967
1421.66,0.0923
1427.1,0.0884
1432.54,0.085
1437.98,0.0826
1443.43,0.0801
1448.87,0.0796
1454.31,0.0798
1459.75,0.08
1465.19,0.0813
1470.63,0.0823
1476.07,0.0822
1481.51,0.0812
1486.95,0.0918
1492.39,0.1024
1497.83,0.1051
1503.27,0.1096
1508.71,0.1136
1514.15,0.1238
1519.59,0.1278
1525.03,0.1307
1530.47,0.1365
1535.91,0.1427
1541.35,0.1481
1546.8,0.1528
1552.24,0.1548
1557.68,0.1602
1563.12,0.1592
1568.56,0.1686
1574.0,0.1684
1579.44,0.168
1584.88,0.1696
1590.32,0.1735
1595.76,0.1727
1601.2,0.1818
1606.64,0.185
1612.08,0.1913
1617.52,0.1842
1622.96,0.1893
1628.4,0.1907
1633.84,0.1912
1639.28,0.1946
1644.72,0.1943
1650.17,0.1929
1655.61,0.1959
1661.05,0.1947
1666.49,0.1952
1671.93,0.1943
1677.37,0.1979
1682.81,0.1982
1688.25,0.1937
1693.69,0.1927
1699.13,0.1902
1704.57,0.1886
1710.01,0.1868
1715.45,0.1849
1720.89,0.1798
1726.33,0.1787
1731.77,0.1706
1737.21,0.1779
1742.65,0.1702
1748.09,0.1733
1753.54,0.1669
1758.98,0.1634
1764.42,0.1597
1769.86,0.1468
1775.3,0.1463
1780.74,0.1361
1786.18,0.1337
1791.62,0.1309
1797.06,0.1274
1802.5,0.1223
1807.94,0.1007
1813.38,0.0797
1818.82,0.0595
1824.26,0.04
1829.7,0.0363
1835.14,0.0351
1840.58,0.034
1846.02,0.0328
1851.46,0.0318
1856.91,0.031
1862.35,0.0303
1867.79,0.0295
1873.23,0.0288
1878.67,0.028
1884.11,0.0272
1889.55,0.0265
1894.99,0.0257
1900.43,0.025
1905.87,0.0244
1911.31,0.0239
1916.75,0.0233
1922.19,0.0228
1927.63,0.0225
1933.07,0.0221
1938.51,0.0218
1943.95,0.0214
1949.39,0.0211
1954.83,0.0229
1960.28,0.0245
1965.72,0.026
1971.16,0.0259
1976.6,0.0253
1982.04,0.0252
1987.48,0.0385
1992.92,0.0517
1998.36,0.0648
2003.8,0.0892
2009.24,0.0552
2014.68,0.0642
2020.12,0.0564
2025.56,0.0593
2031.0,0.0631
2036.44,0.0656
2041.88,0.0713
2047.32,0.0711
2052.76,0.0817
2058.2,0.0698
2063.65,0.0747
2069.09,0.0747
2074.53,0.0753
2079.97,0.0766
2085.41,0.0793
2090.85,0.0811
2096.29,0.0801
2101.73,0.0813
2107.17,0.081
2112.61,0.0851
2118.05,0.0874
2123.49,0.0867
2128.93,0.088
2134.37,0.09
2139.81,0.0906
2145.25,0.0931
2150.69,0.096
2156.13,0.0955
2161.57,0.0994
2167.02,0.0964
2172.46,0.0937
2177.9,0.0966
2183.34,0.0993
2188.78,0.0944
2194.22,0.1031
2199.66,0.1047
2205.1,0.0976
2210.54,0.1016
2215.98,0.109
2221.42,0.1049
2226.86,0.1034
2232.3,0.1051
2237.74,0.1041
2243.18,0.1003
2248.62,0.0961
2254.06,0.1007
2259.5,0.0961
2264.94,0.0896
2270.39,0.091
2275.83,0.085
2281.27,0.0897
2286.71,0.0874
2292.15,0.0872
2297.59,0.0856
2303.03,0.0858
2308.47,0.0826
2313.91,0.0838
2319.35,0.0825
2324.79,0.07
2330.23,0.0742
2335.67,0.078
2341.11,0.0779
2346.55,0.0744
2351.99,0.0741
2357.43,0.0594
2362.87,0.0661
2368.32,0.0796
2373.76,0.0687
2379.2,0.0597
2384.64,0.0701
2390.08,0.0512
2395.52,0.0597
2400.96,0.0604
2406.4,0.0654
2411.84,0.0616
2417.28,0.0526
2422.72,0.034
2428.16,0.0498
2433.6,0.0665
2439.04,0.0414
2444.48,0.0783
2449.92,0.0915
2455.36,0.0346
2460.8,0.0551
2466.24,0.0647
2471.69,0.0618
2477.13,0.0548
2482.57,0.2731
2488.01,0.0529
2493.45,0.2808
2498.89,0.1213
